"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","flowering.duration",0.774866471885861,0.0019691,0.0294077257743137,0.15804,0.774866471885861,0.0374280146218538
"value13","maximum.height",0.146964118522568,0.049417,5.53274934378309e-05,0.38008,0.205749765931596,0.000129097484688272
"value12","seed.mass",0.0124905613336466,0.13957,0.0456835562506709,0.13975,0.0218584823338815,0.049197675962261
"value11","SLA",0.263655365118672,0.029656,0.0270249522755245,0.1615,0.335561373787401,0.0374280146218538
"value10","redun",0.0379861178295494,0.098533,2.51817028433362e-07,0.52346,0.0590895166237434,8.81359599516768e-07
"value9","FunRao",6.32494358463836e-14,0.74178,2.79940315455647e-14,0.78179,2.9516403394979e-13,1.30638813879302e-13
"value8","simpson",8.40094232741159e-06,0.37992,2.53960284778411e-05,0.40318,2.94032981459406e-05,7.11088797379551e-05
"value7","RaoQ",4.21345213557783e-30,0.95593,5.26077404258215e-29,0.95826,2.94941649490448e-29,3.68254182980751e-28
"value6","FDiv",1.50087867215533e-05,0.36316,8.83097627047611e-05,0.36577,4.20246028203491e-05,0.000176619525409522
"value5","FDis",0,1,0,1,0,0
"value4","hydro.pc3",0.711465258880147,0.0032911,0.0498090975193928,0.13612,0.766193355717081,0.0498090975193928
"value3","C_MaxM",0.00487865575524393,0.17377,0.00190911960093257,0.26319,0.00975731151048787,0.003340959301632
"value2","PS10YrARI",0.406770155398197,0.016445,0.0361755730703087,0.14949,0.474565181297896,0.0422048352486935
"value1","LSPeak",0.00375353319385586,0.18318,0.0152748067984253,0.18452,0.008758244118997,0.0237608105753283
