"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","FDiS",0.230512413063027,0.037608,3.50529599592554e-05,0.42565,0.24972178081828,0.00015189615982344
"value12","maximum.height",0.511580870253043,0.011422,0.0268246128990353,0.17765,0.511580870253043,0.0435899959609323
"value11","seed.mass",0.0886910831734675,0.074356,0.0347208966340409,0.1661,0.104816734659553,0.0444594561321779
"value10","FDiv",3.54453821373683e-52,0.99782,1.03515795165873e-90,0.99999,4.60789967785788e-51,1.34570533715635e-89
"value9","FDis",6.1939227880596e-06,0.41978,1.22307196062872e-07,0.57699,4.02604981223874e-05,7.94996774408671e-07
"value8","regulation",0.069575488490065,0.084053,0.0117967408190532,0.21337,0.0904481350370845,0.0219082329496702
"value7","C_MaxM.x",0.0103259340139496,0.16084,0.0105239220381761,0.21821,0.0295401007837328,0.0219082329496702
"value6","CVAnnBFI.x",0.0308173515297254,0.1169,0.0435866049231672,0.15579,0.0500781962358037,0.0444594561321779
"value5","LSPeak.x",0.0113615772245126,0.15703,0.0104713981452114,0.21842,0.0295401007837328,0.0219082329496702
"value4","MDFMDFDry.x",0.0448030729052936,0.10178,0.0392340914423731,0.16058,0.0647155497520907,0.0444594561321779
"value3","soil_soc",0.0163318124020883,0.14251,0.0444594561321779,0.15488,0.0353855935378581,0.0444594561321779
"value2","soil_nto",0.00288797574074941,0.21072,0.00698985919784554,0.23531,0.0125145615432474,0.0219082329496702
"value1","clim_twrm",0.022100335987225,0.13033,0.0344024177363144,0.16652,0.0410434811191322,0.0444594561321779
