"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","LSMeanDur.y",0.55184258732962,0.0093954,0.008073066310828,0.22933,0.59907772942477,0.0143521178859164
"value15","flowering.duration",0.789432020144326,0.0017168,0.027486146787419,0.16081,0.789432020144326,0.0314127391856217
"value14","maximum.height",0.146720722591715,0.049475,5.35319765960605e-05,0.38107,0.213411960133404,0.000142751937589495
"value13","seed.mass",0.0122792151153976,0.1402,0.044980910591619,0.1404,0.0218297157607068,0.044980910591619
"value12","SLA",0.259334403916285,0.03019,0.0274699136808044,0.16084,0.345779205221714,0.0314127391856217
"value11","redun",0.0373465510446214,0.099161,2.4943340968927e-07,0.52368,0.0597544816713942,9.9773363875708e-07
"value10","FunRao",6.31025499790799e-14,0.74181,2.82956299463603e-14,0.78167,3.36546933221759e-13,1.50910026380589e-13
"value9","simpson",8.24246445034423e-06,0.38047,2.48606271173424e-05,0.4038,3.29698578013769e-05,7.95540067754958e-05
"value8","RaoQ",4.21009337641487e-30,0.95593,4.9035601934907e-29,0.9584,3.3680747011319e-29,3.92284815479256e-28
"value7","FDiv",1.66062970452269e-05,0.3602,9.50481773881995e-05,0.36349,5.31401505447259e-05,0.000217252976887313
"value6","FDis",0,1,0,1,0,0
"value5","regulation",0.00973114499711175,0.1632,0.0113712396865638,0.21493,0.0194622899942235,0.018193983498502
"value4","C_MaxM.x",0.00496328245278666,0.17315,0.00192619380315463,0.26287,0.0113446456063695,0.00385238760630927
"value3","PS10YrARI.x",0.403034592548407,0.016707,0.0358042647554659,0.14992,0.496042575444193,0.0381912157391637
"value2","LSPeak.x",0.00381949731876197,0.18256,0.015515697859572,0.1839,0.0101853261833653,0.020687597146096
"value1","soil_awc",0.561635371335722,0.0080841,0.0131316386631856,0.19051,0.59907772942477,0.01910056532827
