Taxon,SLA,SLA units,SLAunits flag,LMA,LMA units,leaf area (cm2) ,wood denisty (g/cm3),maximum height (m),seed mass (mg),seed volume (mm3),flowering duration,source,source notes
Diospyros ellipticifolia var. ebenus,,,,,,72.450,,6.0,,45.996,,AUSTRAITS_dataset_49,
