"","Taxon","site","avgPerHa","totalcover","flowering.duration","leaf.area","maximum.height","seed.mass","SLA","wood.density","growthForm","source"
"2289","Cyperus.involucratus",3,0,2099.49501786513,2.23606797749979,6.18465843842649,1.09544511501033,-1.25963731050576,0.866613541004892,0.628887160009622,"graminoid","exotic"
"2466","Desmodium.spp",3,0,2099.49501786513,2.44948974278318,3.83405790253616,1.22474487139159,0.589949601325708,1.41471973482959,0.43564595389098,"vine_h","exotic"
"3271","Eugenia.uniflora",3,0,2099.49501786513,2.64575131106459,3.02386342284171,2.82842712474619,2.41211095510998,1.03354621402668,0.7568,"shrub","exotic"
"4255","Lantana.camara",3,1,2099.49501786513,1.4142135623731,5.34735136929178,2,1.27876502960461,1.374915589516,0.590249741249414,"shrub","exotic"
"4327","Leucaena.leucocephala",3,0,2099.49501786513,1.73205080756888,0.460163014593742,2.82842712474619,1.68124123737559,0.890115445710269,0.76,"tree","exotic"
"4378","Ligustrum.lucidum",3,0,2099.49501786513,2.44948974278318,5.43006906033432,2.12132034355964,1.35780149050287,1.12095801244251,0.57942,"tree","exotic"
"4409","Ligustrum.sinense",3,0,2099.49501786513,2.23606797749979,1.92340843296477,1.73205080756888,1.22597228085552,0.987326443354537,0.612,"shrub","exotic"
"4716","Macfadyena.unguiscati",3,0,2099.49501786513,2,3.74165738677394,4.47213595499958,1.46239799789896,1.2070685815141,0.570259171282359,"vine_w","exotic"
"5444","Ochna.serrulata",3,0,2099.49501786513,2.44948974278318,2.60722074247656,1.73205080756888,1.92303666867079,1.30530120051976,0.535272523375735,"shrub","exotic"
"5648","Passiflora.edulis",3,0,2099.49501786513,2.23606797749979,11.4310979350192,2.23606797749979,1.12972210869588,1.33445375115093,0.484348919718412,"vine_h","exotic"
"6305","Ricinus.communis",3,1,2099.49501786513,1.73205080756888,NA,1.87082869338697,2.47070442972279,1.67311310423823,0.60295667435373,"shrub","exotic"
"6544","Schefflera.actinophylla",3,0,2099.49501786513,2.23606797749979,10.8383116766404,4.89897948556636,0.896473187788894,1.15010476610168,0.4065,"tree","exotic"
"6637","Senna.pendula",3,0,2099.49501786513,3.46410161513775,1.74928556845359,1.73205080756888,1.26717172840301,1.29694405276492,0.575537807233781,"shrub","exotic"
"6654","Senna.septemtrionalis",3,0,2099.49501786513,3,2.9417256840161,1.73205080756888,1.31395154120854,1.30896967781313,0.57582866087906,"shrub","exotic"
"6836","Solanum.mauritianum",3,1,2099.49501786513,3,10.9287464971972,2,0.0293837776852097,1.30377897905731,0.449091629,"tree","exotic"
"7295","Tecoma.capensis",3,0,2099.49501786513,2.44948974278318,1.62018517460197,1.73205080756888,0.332034277027518,1.32278383618378,0.506633891755376,"shrub","exotic"
"7334","Tecoma.stans",3,0,2099.49501786513,2.44948974278318,2.8831406486677,2.23606797749979,0.954242509439325,1.27648322138233,0.462,"tree","exotic"
"602","Aristolochia.elegans",4,1,13697.9082048763,2.44948974278318,5.00249937531231,1.73205080756888,0.323045735481701,1.34274861010053,0.404130457831263,"vine_h","exotic"
"1267","Cardiospermum.grandiflorum",4,0,13697.9082048763,2.44948974278318,2.96816441593117,3.16227766016838,1.54022933771828,1.37981536260424,0.50762062507353,"vine_h","exotic"
"1589","Celtis.sinensis",4,0,13697.9082048763,3.46410161513775,6.11649681871358,3.87298334620742,1.67614468035621,1.44053738355182,0.59,"tree","exotic"
"1631","Cinnamomum.camphora",4,1,13697.9082048763,2.44948974278318,3.33586570473093,4.47213595499958,1.96614173273903,1.21608076192616,0.460635,"tree","exotic"
"2317","Cyperus.involucratus",4,0,13697.9082048763,2.23606797749979,6.18465843842649,1.09544511501033,-1.25963731050576,0.866613541004892,0.628887160009622,"graminoid","exotic"
"2497","Desmodium.spp",4,0,13697.9082048763,2.44948974278318,3.83405790253616,1.22474487139159,0.589949601325708,1.41471973482959,0.43564595389098,"vine_h","exotic"
"3260","Eugenia.uniflora",4,1,13697.9082048763,2.64575131106459,3.02386342284171,2.82842712474619,2.41211095510998,1.03354621402668,0.7568,"shrub","exotic"
"4237","Lantana.camara",4,1,13697.9082048763,1.4142135623731,5.34735136929178,2,1.27876502960461,1.374915589516,0.590249741249414,"shrub","exotic"
"4321","Leucaena.leucocephala",4,0,13697.9082048763,1.73205080756888,0.460163014593742,2.82842712474619,1.68124123737559,0.890115445710269,0.76,"tree","exotic"
"4374","Ligustrum.lucidum",4,0,13697.9082048763,2.44948974278318,5.43006906033432,2.12132034355964,1.35780149050287,1.12095801244251,0.57942,"tree","exotic"
"4424","Ligustrum.sinense",4,0,13697.9082048763,2.23606797749979,1.92340843296477,1.73205080756888,1.22597228085552,0.987326443354537,0.612,"shrub","exotic"
"4718","Macfadyena.unguiscati",4,1,13697.9082048763,2,3.74165738677394,4.47213595499958,1.46239799789896,1.2070685815141,0.570259171282359,"vine_w","exotic"
"5441","Ochna.serrulata",4,0,13697.9082048763,2.44948974278318,2.60722074247656,1.73205080756888,1.92303666867079,1.30530120051976,0.535272523375735,"shrub","exotic"
"5660","Passiflora.edulis",4,0,13697.9082048763,2.23606797749979,11.4310979350192,2.23606797749979,1.12972210869588,1.33445375115093,0.484348919718412,"vine_h","exotic"
"6315","Ricinus.communis",4,0,13697.9082048763,1.73205080756888,NA,1.87082869338697,2.47070442972279,1.67311310423823,0.60295667435373,"shrub","exotic"
"6553","Schefflera.actinophylla",4,0,13697.9082048763,2.23606797749979,10.8383116766404,4.89897948556636,0.896473187788894,1.15010476610168,0.4065,"tree","exotic"
"6610","Senna.pendula",4,0,13697.9082048763,3.46410161513775,1.74928556845359,1.73205080756888,1.26717172840301,1.29694405276492,0.575537807233781,"shrub","exotic"
"6660","Senna.septemtrionalis",4,1,13697.9082048763,3,2.9417256840161,1.73205080756888,1.31395154120854,1.30896967781313,0.57582866087906,"shrub","exotic"
"6832","Solanum.mauritianum",4,0,13697.9082048763,3,10.9287464971972,2,0.0293837776852097,1.30377897905731,0.449091629,"tree","exotic"
"7301","Tecoma.capensis",4,0,13697.9082048763,2.44948974278318,1.62018517460197,1.73205080756888,0.332034277027518,1.32278383618378,0.506633891755376,"shrub","exotic"
"7348","Tecoma.stans",4,0,13697.9082048763,2.44948974278318,2.8831406486677,2.23606797749979,0.954242509439325,1.27648322138233,0.462,"tree","exotic"
"599","Aristolochia.elegans",5,1,28141.6117814849,2.44948974278318,5.00249937531231,1.73205080756888,0.323045735481701,1.34274861010053,0.404130457831263,"vine_h","exotic"
"1257","Cardiospermum.grandiflorum",5,0,28141.6117814849,2.44948974278318,2.96816441593117,3.16227766016838,1.54022933771828,1.37981536260424,0.50762062507353,"vine_h","exotic"
"1595","Celtis.sinensis",5,1,28141.6117814849,3.46410161513775,6.11649681871358,3.87298334620742,1.67614468035621,1.44053738355182,0.59,"tree","exotic"
"1639","Cinnamomum.camphora",5,0,28141.6117814849,2.44948974278318,3.33586570473093,4.47213595499958,1.96614173273903,1.21608076192616,0.460635,"tree","exotic"
"2313","Cyperus.involucratus",5,0,28141.6117814849,2.23606797749979,6.18465843842649,1.09544511501033,-1.25963731050576,0.866613541004892,0.628887160009622,"graminoid","exotic"
"2490","Desmodium.spp",5,0,28141.6117814849,2.44948974278318,3.83405790253616,1.22474487139159,0.589949601325708,1.41471973482959,0.43564595389098,"vine_h","exotic"
"3278","Eugenia.uniflora",5,0,28141.6117814849,2.64575131106459,3.02386342284171,2.82842712474619,2.41211095510998,1.03354621402668,0.7568,"shrub","exotic"
"4236","Lantana.camara",5,0,28141.6117814849,1.4142135623731,5.34735136929178,2,1.27876502960461,1.374915589516,0.590249741249414,"shrub","exotic"
"4341","Leucaena.leucocephala",5,0,28141.6117814849,1.73205080756888,0.460163014593742,2.82842712474619,1.68124123737559,0.890115445710269,0.76,"tree","exotic"
"4400","Ligustrum.lucidum",5,0,28141.6117814849,2.44948974278318,5.43006906033432,2.12132034355964,1.35780149050287,1.12095801244251,0.57942,"tree","exotic"
"4421","Ligustrum.sinense",5,0,28141.6117814849,2.23606797749979,1.92340843296477,1.73205080756888,1.22597228085552,0.987326443354537,0.612,"shrub","exotic"
"4732","Macfadyena.unguiscati",5,0,28141.6117814849,2,3.74165738677394,4.47213595499958,1.46239799789896,1.2070685815141,0.570259171282359,"vine_w","exotic"
"5431","Ochna.serrulata",5,0,28141.6117814849,2.44948974278318,2.60722074247656,1.73205080756888,1.92303666867079,1.30530120051976,0.535272523375735,"shrub","exotic"
"5675","Passiflora.edulis",5,0,28141.6117814849,2.23606797749979,11.4310979350192,2.23606797749979,1.12972210869588,1.33445375115093,0.484348919718412,"vine_h","exotic"
"6323","Ricinus.communis",5,1,28141.6117814849,1.73205080756888,NA,1.87082869338697,2.47070442972279,1.67311310423823,0.60295667435373,"shrub","exotic"
"6536","Schefflera.actinophylla",5,0,28141.6117814849,2.23606797749979,10.8383116766404,4.89897948556636,0.896473187788894,1.15010476610168,0.4065,"tree","exotic"
"6616","Senna.pendula",5,1,28141.6117814849,3.46410161513775,1.74928556845359,1.73205080756888,1.26717172840301,1.29694405276492,0.575537807233781,"shrub","exotic"
"6648","Senna.septemtrionalis",5,1,28141.6117814849,3,2.9417256840161,1.73205080756888,1.31395154120854,1.30896967781313,0.57582866087906,"shrub","exotic"
"6850","Solanum.mauritianum",5,1,28141.6117814849,3,10.9287464971972,2,0.0293837776852097,1.30377897905731,0.449091629,"tree","exotic"
"7287","Tecoma.capensis",5,0,28141.6117814849,2.44948974278318,1.62018517460197,1.73205080756888,0.332034277027518,1.32278383618378,0.506633891755376,"shrub","exotic"
"7327","Tecoma.stans",5,0,28141.6117814849,2.44948974278318,2.8831406486677,2.23606797749979,0.954242509439325,1.27648322138233,0.462,"tree","exotic"
"575","Aristolochia.elegans",6,1,9566.54676258993,2.44948974278318,5.00249937531231,1.73205080756888,0.323045735481701,1.34274861010053,0.404130457831263,"vine_h","exotic"
"1251","Cardiospermum.grandiflorum",6,0,9566.54676258993,2.44948974278318,2.96816441593117,3.16227766016838,1.54022933771828,1.37981536260424,0.50762062507353,"vine_h","exotic"
"1606","Celtis.sinensis",6,0,9566.54676258993,3.46410161513775,6.11649681871358,3.87298334620742,1.67614468035621,1.44053738355182,0.59,"tree","exotic"
"1634","Cinnamomum.camphora",6,1,9566.54676258993,2.44948974278318,3.33586570473093,4.47213595499958,1.96614173273903,1.21608076192616,0.460635,"tree","exotic"
"2297","Cyperus.involucratus",6,0,9566.54676258993,2.23606797749979,6.18465843842649,1.09544511501033,-1.25963731050576,0.866613541004892,0.628887160009622,"graminoid","exotic"
"2469","Desmodium.spp",6,1,9566.54676258993,2.44948974278318,3.83405790253616,1.22474487139159,0.589949601325708,1.41471973482959,0.43564595389098,"vine_h","exotic"
"3269","Eugenia.uniflora",6,1,9566.54676258993,2.64575131106459,3.02386342284171,2.82842712474619,2.41211095510998,1.03354621402668,0.7568,"shrub","exotic"
"4243","Lantana.camara",6,1,9566.54676258993,1.4142135623731,5.34735136929178,2,1.27876502960461,1.374915589516,0.590249741249414,"shrub","exotic"
"4356","Leucaena.leucocephala",6,0,9566.54676258993,1.73205080756888,0.460163014593742,2.82842712474619,1.68124123737559,0.890115445710269,0.76,"tree","exotic"
"4357","Ligustrum.lucidum",6,0,9566.54676258993,2.44948974278318,5.43006906033432,2.12132034355964,1.35780149050287,1.12095801244251,0.57942,"tree","exotic"
"4415","Ligustrum.sinense",6,0,9566.54676258993,2.23606797749979,1.92340843296477,1.73205080756888,1.22597228085552,0.987326443354537,0.612,"shrub","exotic"
"4725","Macfadyena.unguiscati",6,1,9566.54676258993,2,3.74165738677394,4.47213595499958,1.46239799789896,1.2070685815141,0.570259171282359,"vine_w","exotic"
"5436","Ochna.serrulata",6,1,9566.54676258993,2.44948974278318,2.60722074247656,1.73205080756888,1.92303666867079,1.30530120051976,0.535272523375735,"shrub","exotic"
"5674","Passiflora.edulis",6,0,9566.54676258993,2.23606797749979,11.4310979350192,2.23606797749979,1.12972210869588,1.33445375115093,0.484348919718412,"vine_h","exotic"
"6334","Ricinus.communis",6,0,9566.54676258993,1.73205080756888,NA,1.87082869338697,2.47070442972279,1.67311310423823,0.60295667435373,"shrub","exotic"
"6532","Schefflera.actinophylla",6,0,9566.54676258993,2.23606797749979,10.8383116766404,4.89897948556636,0.896473187788894,1.15010476610168,0.4065,"tree","exotic"
"6613","Senna.pendula",6,0,9566.54676258993,3.46410161513775,1.74928556845359,1.73205080756888,1.26717172840301,1.29694405276492,0.575537807233781,"shrub","exotic"
"6679","Senna.septemtrionalis",6,1,9566.54676258993,3,2.9417256840161,1.73205080756888,1.31395154120854,1.30896967781313,0.57582866087906,"shrub","exotic"
"6840","Solanum.mauritianum",6,1,9566.54676258993,3,10.9287464971972,2,0.0293837776852097,1.30377897905731,0.449091629,"tree","exotic"
"7282","Tecoma.capensis",6,0,9566.54676258993,2.44948974278318,1.62018517460197,1.73205080756888,0.332034277027518,1.32278383618378,0.506633891755376,"shrub","exotic"
"7333","Tecoma.stans",6,0,9566.54676258993,2.44948974278318,2.8831406486677,2.23606797749979,0.954242509439325,1.27648322138233,0.462,"tree","exotic"
"580","Aristolochia.elegans",7,0,3192.80678378397,2.44948974278318,5.00249937531231,1.73205080756888,0.323045735481701,1.34274861010053,0.404130457831263,"vine_h","exotic"
"1249","Cardiospermum.grandiflorum",7,0,3192.80678378397,2.44948974278318,2.96816441593117,3.16227766016838,1.54022933771828,1.37981536260424,0.50762062507353,"vine_h","exotic"
"1602","Celtis.sinensis",7,1,3192.80678378397,3.46410161513775,6.11649681871358,3.87298334620742,1.67614468035621,1.44053738355182,0.59,"tree","exotic"
"1641","Cinnamomum.camphora",7,0,3192.80678378397,2.44948974278318,3.33586570473093,4.47213595499958,1.96614173273903,1.21608076192616,0.460635,"tree","exotic"
"2307","Cyperus.involucratus",7,0,3192.80678378397,2.23606797749979,6.18465843842649,1.09544511501033,-1.25963731050576,0.866613541004892,0.628887160009622,"graminoid","exotic"
"2471","Desmodium.spp",7,0,3192.80678378397,2.44948974278318,3.83405790253616,1.22474487139159,0.589949601325708,1.41471973482959,0.43564595389098,"vine_h","exotic"
"3264","Eugenia.uniflora",7,0,3192.80678378397,2.64575131106459,3.02386342284171,2.82842712474619,2.41211095510998,1.03354621402668,0.7568,"shrub","exotic"
"4232","Lantana.camara",7,1,3192.80678378397,1.4142135623731,5.34735136929178,2,1.27876502960461,1.374915589516,0.590249741249414,"shrub","exotic"
"4340","Leucaena.leucocephala",7,0,3192.80678378397,1.73205080756888,0.460163014593742,2.82842712474619,1.68124123737559,0.890115445710269,0.76,"tree","exotic"
"4376","Ligustrum.lucidum",7,0,3192.80678378397,2.44948974278318,5.43006906033432,2.12132034355964,1.35780149050287,1.12095801244251,0.57942,"tree","exotic"
"4412","Ligustrum.sinense",7,0,3192.80678378397,2.23606797749979,1.92340843296477,1.73205080756888,1.22597228085552,0.987326443354537,0.612,"shrub","exotic"
"4723","Macfadyena.unguiscati",7,1,3192.80678378397,2,3.74165738677394,4.47213595499958,1.46239799789896,1.2070685815141,0.570259171282359,"vine_w","exotic"
"5450","Ochna.serrulata",7,0,3192.80678378397,2.44948974278318,2.60722074247656,1.73205080756888,1.92303666867079,1.30530120051976,0.535272523375735,"shrub","exotic"
"5653","Passiflora.edulis",7,0,3192.80678378397,2.23606797749979,11.4310979350192,2.23606797749979,1.12972210869588,1.33445375115093,0.484348919718412,"vine_h","exotic"
"6300","Ricinus.communis",7,0,3192.80678378397,1.73205080756888,NA,1.87082869338697,2.47070442972279,1.67311310423823,0.60295667435373,"shrub","exotic"
"6551","Schefflera.actinophylla",7,0,3192.80678378397,2.23606797749979,10.8383116766404,4.89897948556636,0.896473187788894,1.15010476610168,0.4065,"tree","exotic"
"6641","Senna.pendula",7,0,3192.80678378397,3.46410161513775,1.74928556845359,1.73205080756888,1.26717172840301,1.29694405276492,0.575537807233781,"shrub","exotic"
"6675","Senna.septemtrionalis",7,0,3192.80678378397,3,2.9417256840161,1.73205080756888,1.31395154120854,1.30896967781313,0.57582866087906,"shrub","exotic"
"6847","Solanum.mauritianum",7,1,3192.80678378397,3,10.9287464971972,2,0.0293837776852097,1.30377897905731,0.449091629,"tree","exotic"
"7303","Tecoma.capensis",7,0,3192.80678378397,2.44948974278318,1.62018517460197,1.73205080756888,0.332034277027518,1.32278383618378,0.506633891755376,"shrub","exotic"
"7341","Tecoma.stans",7,1,3192.80678378397,2.44948974278318,2.8831406486677,2.23606797749979,0.954242509439325,1.27648322138233,0.462,"tree","exotic"
"600","Aristolochia.elegans",8,0,25236.7075322123,2.44948974278318,5.00249937531231,1.73205080756888,0.323045735481701,1.34274861010053,0.404130457831263,"vine_h","exotic"
"1252","Cardiospermum.grandiflorum",8,0,25236.7075322123,2.44948974278318,2.96816441593117,3.16227766016838,1.54022933771828,1.37981536260424,0.50762062507353,"vine_h","exotic"
"1624","Celtis.sinensis",8,1,25236.7075322123,3.46410161513775,6.11649681871358,3.87298334620742,1.67614468035621,1.44053738355182,0.59,"tree","exotic"
"1652","Cinnamomum.camphora",8,0,25236.7075322123,2.44948974278318,3.33586570473093,4.47213595499958,1.96614173273903,1.21608076192616,0.460635,"tree","exotic"
"2325","Cyperus.involucratus",8,0,25236.7075322123,2.23606797749979,6.18465843842649,1.09544511501033,-1.25963731050576,0.866613541004892,0.628887160009622,"graminoid","exotic"
"2491","Desmodium.spp",8,0,25236.7075322123,2.44948974278318,3.83405790253616,1.22474487139159,0.589949601325708,1.41471973482959,0.43564595389098,"vine_h","exotic"
"3298","Eugenia.uniflora",8,0,25236.7075322123,2.64575131106459,3.02386342284171,2.82842712474619,2.41211095510998,1.03354621402668,0.7568,"shrub","exotic"
"4259","Lantana.camara",8,1,25236.7075322123,1.4142135623731,5.34735136929178,2,1.27876502960461,1.374915589516,0.590249741249414,"shrub","exotic"
"4348","Leucaena.leucocephala",8,0,25236.7075322123,1.73205080756888,0.460163014593742,2.82842712474619,1.68124123737559,0.890115445710269,0.76,"tree","exotic"
"4370","Ligustrum.lucidum",8,0,25236.7075322123,2.44948974278318,5.43006906033432,2.12132034355964,1.35780149050287,1.12095801244251,0.57942,"tree","exotic"
"4410","Ligustrum.sinense",8,0,25236.7075322123,2.23606797749979,1.92340843296477,1.73205080756888,1.22597228085552,0.987326443354537,0.612,"shrub","exotic"
"4709","Macfadyena.unguiscati",8,1,25236.7075322123,2,3.74165738677394,4.47213595499958,1.46239799789896,1.2070685815141,0.570259171282359,"vine_w","exotic"
"5426","Ochna.serrulata",8,0,25236.7075322123,2.44948974278318,2.60722074247656,1.73205080756888,1.92303666867079,1.30530120051976,0.535272523375735,"shrub","exotic"
"5650","Passiflora.edulis",8,0,25236.7075322123,2.23606797749979,11.4310979350192,2.23606797749979,1.12972210869588,1.33445375115093,0.484348919718412,"vine_h","exotic"
"6313","Ricinus.communis",8,0,25236.7075322123,1.73205080756888,NA,1.87082869338697,2.47070442972279,1.67311310423823,0.60295667435373,"shrub","exotic"
"6516","Schefflera.actinophylla",8,0,25236.7075322123,2.23606797749979,10.8383116766404,4.89897948556636,0.896473187788894,1.15010476610168,0.4065,"tree","exotic"
"6638","Senna.pendula",8,0,25236.7075322123,3.46410161513775,1.74928556845359,1.73205080756888,1.26717172840301,1.29694405276492,0.575537807233781,"shrub","exotic"
"6671","Senna.septemtrionalis",8,0,25236.7075322123,3,2.9417256840161,1.73205080756888,1.31395154120854,1.30896967781313,0.57582866087906,"shrub","exotic"
"6829","Solanum.mauritianum",8,1,25236.7075322123,3,10.9287464971972,2,0.0293837776852097,1.30377897905731,0.449091629,"tree","exotic"
"7286","Tecoma.capensis",8,0,25236.7075322123,2.44948974278318,1.62018517460197,1.73205080756888,0.332034277027518,1.32278383618378,0.506633891755376,"shrub","exotic"
"7328","Tecoma.stans",8,1,25236.7075322123,2.44948974278318,2.8831406486677,2.23606797749979,0.954242509439325,1.27648322138233,0.462,"tree","exotic"
"595","Aristolochia.elegans",9,0,14409.4825520084,2.44948974278318,5.00249937531231,1.73205080756888,0.323045735481701,1.34274861010053,0.404130457831263,"vine_h","exotic"
"1272","Cardiospermum.grandiflorum",9,0,14409.4825520084,2.44948974278318,2.96816441593117,3.16227766016838,1.54022933771828,1.37981536260424,0.50762062507353,"vine_h","exotic"
"1610","Celtis.sinensis",9,0,14409.4825520084,3.46410161513775,6.11649681871358,3.87298334620742,1.67614468035621,1.44053738355182,0.59,"tree","exotic"
"1649","Cinnamomum.camphora",9,0,14409.4825520084,2.44948974278318,3.33586570473093,4.47213595499958,1.96614173273903,1.21608076192616,0.460635,"tree","exotic"
"2323","Cyperus.involucratus",9,0,14409.4825520084,2.23606797749979,6.18465843842649,1.09544511501033,-1.25963731050576,0.866613541004892,0.628887160009622,"graminoid","exotic"
"2508","Desmodium.spp",9,1,14409.4825520084,2.44948974278318,3.83405790253616,1.22474487139159,0.589949601325708,1.41471973482959,0.43564595389098,"vine_h","exotic"
"3291","Eugenia.uniflora",9,0,14409.4825520084,2.64575131106459,3.02386342284171,2.82842712474619,2.41211095510998,1.03354621402668,0.7568,"shrub","exotic"
"4267","Lantana.camara",9,1,14409.4825520084,1.4142135623731,5.34735136929178,2,1.27876502960461,1.374915589516,0.590249741249414,"shrub","exotic"
"4344","Leucaena.leucocephala",9,0,14409.4825520084,1.73205080756888,0.460163014593742,2.82842712474619,1.68124123737559,0.890115445710269,0.76,"tree","exotic"
"4388","Ligustrum.lucidum",9,0,14409.4825520084,2.44948974278318,5.43006906033432,2.12132034355964,1.35780149050287,1.12095801244251,0.57942,"tree","exotic"
"4434","Ligustrum.sinense",9,1,14409.4825520084,2.23606797749979,1.92340843296477,1.73205080756888,1.22597228085552,0.987326443354537,0.612,"shrub","exotic"
"4717","Macfadyena.unguiscati",9,1,14409.4825520084,2,3.74165738677394,4.47213595499958,1.46239799789896,1.2070685815141,0.570259171282359,"vine_w","exotic"
"5453","Ochna.serrulata",9,1,14409.4825520084,2.44948974278318,2.60722074247656,1.73205080756888,1.92303666867079,1.30530120051976,0.535272523375735,"shrub","exotic"
"5662","Passiflora.edulis",9,0,14409.4825520084,2.23606797749979,11.4310979350192,2.23606797749979,1.12972210869588,1.33445375115093,0.484348919718412,"vine_h","exotic"
"6307","Ricinus.communis",9,1,14409.4825520084,1.73205080756888,NA,1.87082869338697,2.47070442972279,1.67311310423823,0.60295667435373,"shrub","exotic"
"6539","Schefflera.actinophylla",9,0,14409.4825520084,2.23606797749979,10.8383116766404,4.89897948556636,0.896473187788894,1.15010476610168,0.4065,"tree","exotic"
"6635","Senna.pendula",9,0,14409.4825520084,3.46410161513775,1.74928556845359,1.73205080756888,1.26717172840301,1.29694405276492,0.575537807233781,"shrub","exotic"
"6658","Senna.septemtrionalis",9,1,14409.4825520084,3,2.9417256840161,1.73205080756888,1.31395154120854,1.30896967781313,0.57582866087906,"shrub","exotic"
"6857","Solanum.mauritianum",9,0,14409.4825520084,3,10.9287464971972,2,0.0293837776852097,1.30377897905731,0.449091629,"tree","exotic"
"7283","Tecoma.capensis",9,1,14409.4825520084,2.44948974278318,1.62018517460197,1.73205080756888,0.332034277027518,1.32278383618378,0.506633891755376,"shrub","exotic"
"7307","Tecoma.stans",9,0,14409.4825520084,2.44948974278318,2.8831406486677,2.23606797749979,0.954242509439325,1.27648322138233,0.462,"tree","exotic"
"606","Aristolochia.elegans",10,0,9458.41631221367,2.44948974278318,5.00249937531231,1.73205080756888,0.323045735481701,1.34274861010053,0.404130457831263,"vine_h","exotic"
"1256","Cardiospermum.grandiflorum",10,0,9458.41631221367,2.44948974278318,2.96816441593117,3.16227766016838,1.54022933771828,1.37981536260424,0.50762062507353,"vine_h","exotic"
"1621","Celtis.sinensis",10,0,9458.41631221367,3.46410161513775,6.11649681871358,3.87298334620742,1.67614468035621,1.44053738355182,0.59,"tree","exotic"
"1657","Cinnamomum.camphora",10,1,9458.41631221367,2.44948974278318,3.33586570473093,4.47213595499958,1.96614173273903,1.21608076192616,0.460635,"tree","exotic"
"2316","Cyperus.involucratus",10,0,9458.41631221367,2.23606797749979,6.18465843842649,1.09544511501033,-1.25963731050576,0.866613541004892,0.628887160009622,"graminoid","exotic"
"2477","Desmodium.spp",10,1,9458.41631221367,2.44948974278318,3.83405790253616,1.22474487139159,0.589949601325708,1.41471973482959,0.43564595389098,"vine_h","exotic"
"3270","Eugenia.uniflora",10,0,9458.41631221367,2.64575131106459,3.02386342284171,2.82842712474619,2.41211095510998,1.03354621402668,0.7568,"shrub","exotic"
"4250","Lantana.camara",10,1,9458.41631221367,1.4142135623731,5.34735136929178,2,1.27876502960461,1.374915589516,0.590249741249414,"shrub","exotic"
"4325","Leucaena.leucocephala",10,0,9458.41631221367,1.73205080756888,0.460163014593742,2.82842712474619,1.68124123737559,0.890115445710269,0.76,"tree","exotic"
"4360","Ligustrum.lucidum",10,0,9458.41631221367,2.44948974278318,5.43006906033432,2.12132034355964,1.35780149050287,1.12095801244251,0.57942,"tree","exotic"
"4423","Ligustrum.sinense",10,0,9458.41631221367,2.23606797749979,1.92340843296477,1.73205080756888,1.22597228085552,0.987326443354537,0.612,"shrub","exotic"
"4710","Macfadyena.unguiscati",10,1,9458.41631221367,2,3.74165738677394,4.47213595499958,1.46239799789896,1.2070685815141,0.570259171282359,"vine_w","exotic"
"5435","Ochna.serrulata",10,0,9458.41631221367,2.44948974278318,2.60722074247656,1.73205080756888,1.92303666867079,1.30530120051976,0.535272523375735,"shrub","exotic"
"5636","Passiflora.edulis",10,0,9458.41631221367,2.23606797749979,11.4310979350192,2.23606797749979,1.12972210869588,1.33445375115093,0.484348919718412,"vine_h","exotic"
"6304","Ricinus.communis",10,0,9458.41631221367,1.73205080756888,NA,1.87082869338697,2.47070442972279,1.67311310423823,0.60295667435373,"shrub","exotic"
"6542","Schefflera.actinophylla",10,0,9458.41631221367,2.23606797749979,10.8383116766404,4.89897948556636,0.896473187788894,1.15010476610168,0.4065,"tree","exotic"
