"","site","mean","sd","FDis.orig","FDis.SES"
"1",1,0.0495035074771465,0.0182693766720497,0.147471265748496,5.36240289036406
"2",2,0.00240906915285589,5.78078574158397e-05,0.204313079802437,3492.67417398275
"3",3,0.00978543027704181,0.00367305263245605,0.183479857609711,47.288847918448
"4",4,0.0561288161095403,0.0012885530859461,0.21334517730412,122.009999362305
"5",5,0.0174147990608892,0.00836078281936104,0.155301869811554,16.4921244493232
"6",6,0.104329744731016,0.00865984607047986,0.216075921351449,12.9039449097553
"7",7,0.00013193731903769,6.93130207885403e-05,0.154672749474911,2229.60722816201
"8",8,0.0686410818565567,0.00970086826293396,0.112800869038029,4.55214790929616
"9",9,0.139385234087124,0.00382461658151003,0.204804945433701,17.1049071069887
"10",10,0.120553905451708,0.0165524816408278,0.204572498903619,5.07589105217146
"11",11,0.115113435339108,0.0108962390147898,0.211507790129232,8.84657124896812
"12",12,0.123504179547635,0.0162204201369775,0.16338335234045,2.45857828934421
"13",13,0.0303509157276768,0.00419909785669083,0.149301024523768,28.3275391180885
"14",14,0.0383007809633088,0.0011636418815308,0.164071407741828,108.083619861692
"15",15,0.0796048261673648,0.00517125909109086,0.212432306154622,25.6857136042738
"16",16,0.0821098912061083,0.00787393090683656,0.221916800165401,17.7556687521737
"17",17,0.104764606960328,0.00811080759096863,0.214602098942917,13.5421153504976
"18",18,0.144424721068114,0.00894889402527202,0.201958385396297,6.42913684816312
"19",19,0.146014196601512,0.0225664661368427,0.192775700023586,2.07216775274038
"20",20,0.0620661051281826,0.00425077127639059,0.207920001989796,34.3123370743817
"21",21,0.0239425707889178,0.00177032678118977,0.197375240216233,97.9664722186247
"22",22,0.161127821651965,0.00493828075045705,0.199947105310952,7.86089038283106
"23",23,0.128728683150444,0.00530370383481482,0.173770557365051,8.49253193946107
"24",24,0.0295351887884749,0.00188396947948788,0.166893671862595,72.9090808368393
"25",25,0.240029307353813,0.012699452588033,0.218677014319318,-1.68135538807523
"26",26,0.0900636050681882,0.0264162501097493,0.156873012599012,2.52910262634766
"27",27,0.0591307401811378,0.00339824165329879,0.225071687674083,48.8314147205689
"28",28,0.00355940602135332,0.00114417932020885,0.15090698945466,128.780149082235
"29",29,0.133394192875229,0.0168303944854557,0.143778628954598,0.617004912650315
"30",30,0.0923388218898388,0.0155940849729091,0.199589621991312,6.87765907956738
"31",31,0.0558529256399243,0.00694936261884471,0.208806582273763,22.0097388815301
"32",32,0.0179188097107755,0.00335891026465874,0.175556895047251,46.9313178726705
"33",33,0.0769329581249558,0.00416835219964432,0.204650031043816,30.6397028854131
"34",34,0.0758233555526931,0.000231716659488861,0.176530106743439,434.611613221478
"35",35,0.0561446207291216,0.0043648690558821,0.182395732602059,28.9243755669603
"36",36,0.0118971765843241,0.00379943930514581,0.184081186636162,45.3182683609759
"37",37,0.0144292725476682,0.00304213250252716,0.204868035687481,62.6004169711908
"38",38,0.00244134994690363,0.000279895658241951,0.17519951127979,617.22344111372
"39",39,0.0463697005086231,0.00720134464699376,0.208733504684748,22.5463176858094
"40",40,0.0707558237080168,0.009483424030716,0.156473652490758,9.03870042139932
"41",41,0.0440436660852311,0.0106489624731709,0.21953641624708,16.4797979713034
"42",42,0.00987415978169885,0.00356269981153194,0.171086619466577,45.2500823008036
"43",43,0.0154854775610638,0.00478174522624307,0.194775721738743,37.4947295798408
"44",44,0.0030228110638138,6.54879073494887e-05,0.203195163019185,3056.63075912799
