"","metric","p","R2.adj","est","stderr","t","p.term","est.quad","stderr.quad","t.quad","p.term.quad"
"hydro","site",0.00385874266626869,0.21945,1.81495515247795,0.971627336749079,1.86795398177096,0.0697039874668625,-0.0508544625706703,0.0200035481993747,-2.542272104119,0.0153315290259767
"hydro1","clim_pdry",7.93640756230812e-05,0.36727,1.52323387354886,0.866408830826835,1.75810058641161,0.0870009772059575,-0.00409200628311146,0.00321113222842357,-1.2743188358582,0.21049624044884
"hydro2","clim_pwet",1.41203032616684e-05,0.42364,0.310404837374725,0.187501847716597,1.6554761521278,0.106286805815955,-0.000187532972064299,0.000187037415076774,-1.00264950725138,0.322542475350206
"hydro3","clim_tcld",0.00399723493349833,0.21796,288.046328335584,94.8445969342496,3.03703466139743,0.00436179050668567,-9.76377954625423,3.28112219785032,-2.97574395511728,0.00512622052728527
"hydro4","clim_tsea",0.000336509396742201,0.31588,-1.24760255755057,2.75934364181458,-0.45213743538305,0.653809660570213,0.00102127804246645,0.00338307451577797,0.301878672108289,0.764434902903961
"hydro5","soil_awc",0.010791681400302,0.17483,30.9658534825687,121.684241215447,0.254477105443279,0.800536040133583,-1.57109846846132,4.3729324256533,-0.35927801199137,0.721429471740095
"hydro6","soil_bdw",0.0139745419291736,0.16322,251.955799554491,673.836756923138,0.37391222275402,0.710603805412442,-155.143433754087,287.321834436827,-0.539963953864419,0.592457221994612
"hydro7","soil_ece",0.000176791067563162,0.33927,-4.45753451005728,5.55940538082133,-0.801800589220341,0.427788025019723,0.01934881400713,0.241546945934649,0.0801037410440491,0.936586455701631
"hydro8","soil_phc",0.000176353935151537,0.33936,99.0269212843115,255.470124897133,0.387626229580408,0.700513679802533,-13.2651243625818,25.0981062239809,-0.528530887717225,0.600287153769531
"hydro9","soil_soc",0.00442449637225473,0.21366,7.25149005285917,31.3481910135334,0.231320845586548,0.818340042574065,1.21761600752756,4.23480905570238,0.287525598323726,0.775314212770159
"hydro10","HSMeanDur.x",0.00287815035279507,0.23172,-55.7549008642818,15.3410813898993,-3.63435271916303,0.000841604021352965,4.70721972360518,1.3373314795907,3.51986010607174,0.00116419380167725
"hydro11","CVAnnHSPeak.x",0.0198952435606278,0.14709,-275.048361273534,93.114508369251,-2.95387223850029,0.00542829337186225,173.857737723562,59.6052054504353,2.91682138178574,0.00597846558820266
"hydro12","M_MinM.x",0.0467243395161938,0.1068,1326.58753920091,1027.96572296374,1.29049783428206,0.204884309632802,-4634.4969718675,4656.25294723726,-0.995327578716988,0.326042047987793
"hydro13","M_MaxM.x",0.00521859855004573,0.20661,2149.0572621973,807.190016035305,2.66239326491286,0.0114152273179567,-12483.2142160232,5619.93997534393,-2.22123621796499,0.0325361760072033
"hydro14","FRic",2.88429545584868e-09,0.63588,483.295149155268,105.15180539746,4.59616596527729,4.87500873118927e-05,-1157.36330425467,528.720744513057,-2.18898788493836,0.034983697289958
"hydro15","nbsp",4.96866609047591e-28,0.96476,1.2291629363989,0.288742308006334,4.25695473893606,0.000135926294701898,0.00694141939050355,0.00457999676572414,1.51559482365836,0.138119321195655
"hydro16","richness",1.3195580013755e-10,0.6918,514.884037493722,101.634164621918,5.06605273343963,1.14996678454293e-05,-1023.46008435859,374.815476899967,-2.73057050051254,0.00962622838450681
"hydro17","exotics",0.0273640517320494,0.13227,-81.3994541707701,40.3608180832778,-2.01679396098503,0.0510177265339957,59.2838075911776,55.8532245561255,1.06142139620972,0.295377837331207
"hydro18","seed.mass",0.00635749264410552,0.1981,64.5686084414638,18.9333253018297,3.41031527278645,0.00158205772739751,-18.9018718183085,5.73260987820354,-3.29725416867752,0.00216226342635313
"hydro19","leaf.area",0.040717699780781,0.11342,31.2265252806845,14.1228726061251,2.2110604656408,0.0332914723574689,-2.52047719917253,1.3187722443904,-1.91123009290934,0.0637451941719701
"hydro20","MDFMDFDry.y",0.0394481319226657,0.11494,-64.401351755565,25.458481912339,-2.52966190118161,0.0158072497050152,38.3064743195793,17.9451425075789,2.1346430825724,0.0394798152464579
"hydro21","M_MinM.y",0.000165960748312532,0.34153,43.8809657333641,11.534386330233,3.80436067225762,0.000516295927394119,-17.3676699826312,10.2288097324289,-1.6979170047097,0.0979200629940038
"hydro22","M_MaxM.y",0.00219394535604777,0.24291,32.5593743769049,8.65683039380822,3.76111958947387,0.000585049065600241,-11.3328229681682,3.06000040694841,-3.70353642516991,0.000690496304295067
"hydro23","production_dryland_w",0.0129871582184726,0.16653,209.817174727004,68.8324233922929,3.04823169643766,0.00423430141012249,-385.723926699831,146.481738923232,-2.63325606000609,0.0122697016166379
"hydro24","production_irrigated_w",0.044616581876472,0.10903,-208.657121976506,509.172824266097,-0.409796265692807,0.68431842488453,-5186.05564598732,10879.2976235324,-0.476690299819509,0.636386012397861
"hydro25","richness.stand",7.85531557647054e-10,0.6606,656.941711390169,163.668745017096,4.01384950634008,0.000279922713631304,-1668.04361199203,827.814226072652,-2.01499751931738,0.0512142983671227
"hydro26","FRic.SES",0.0338756449333779,0.1222,-22.5210176151861,9.66318137526065,-2.33060073495501,0.0253335549785933,42.6181264208196,25.4685052523822,1.67336582961944,0.102690693482701
"hydro27","FDis.SES",0.00961303961373209,0.17997,-9.14113769556571,3.45907467172007,-2.64265405147214,0.0119878573946063,7.07951758629312,2.77454111366339,2.55159945240301,0.0149881318831986
"hydro28","richness.stand.ln",6.41568378499996e-29,0.96846,7.58188856286785,1.24530537908621,6.08837694769405,4.76691760859666e-07,0.009768520347606,0.0988955951389389,0.0987760914313945,0.921849263814936
