"","metric","p","R2.adj","est","stderr","t","p.term","est.quad","stderr.quad","t.quad","p.term.quad"
"hydro","site",0.0078586843606669,0.18886,0.214749298848266,0.126646632666652,1.69565739196169,0.0983512980382249,-0.00606040199687013,0.00260735976131775,-2.32434437578619,0.0257032801353569
"hydro1","clim_pdry",2.84157115695943e-05,0.40144,0.163950391803971,0.107748742953654,1.52159911391719,0.136610789546219,-0.000396912377484772,0.000399344338100078,-0.993910116199777,0.326722493021863
"hydro2","clim_pwet",5.89743267785213e-06,0.45021,0.0386055345019646,0.0234154538623182,1.64872031646123,0.107671599762025,-2.24052186811485e-05,2.33574549616015e-05,-0.959232018984158,0.343668515617679
"hydro3","clim_tcld",0.00346618395121264,0.22396,35.5330431183093,12.0804905119248,2.94135764464482,0.00560857519230579,-1.20056932763808,0.417921176965675,-2.87271713856387,0.0067014659832414
"hydro4","clim_tsea",9.63599375970361e-05,0.36059,-0.219015221341459,0.341092804003269,-0.642098627619713,0.524767782242348,0.000199915588165036,0.000418194513815563,0.478044502164858,0.635430965784626
"hydro5","soil_awc",0.00532631505389647,0.20573,6.73107845618646,15.2648075520758,0.440954033205031,0.661812192730321,-0.303964977800627,0.548567104902619,-0.554107191415691,0.5828392466396
"hydro6","soil_bdw",0.0118807515273845,0.17053,28.1289711193195,85.7816958233539,0.327913441781847,0.744825520005286,-18.2111944551059,36.5770402873397,-0.497885950094472,0.621510886405837
"hydro7","soil_ece",7.03512037722079e-05,0.37138,-0.74759781645039,0.693358101369121,-1.07822756375698,0.287911689656428,0.00942426581421941,0.0301252598708704,0.312836000572802,0.7561618171613
"hydro8","soil_phc",0.000102184025460889,0.35856,3.41328962294658,32.1869496930254,0.106045762506231,0.916118914117664,-0.800321708575918,3.16213679680456,-0.253095220100746,0.80159560261361
"hydro9","soil_slt",0.0305261912905714,0.12712,-2.68640226586418,2.04206793432079,-1.31553031156023,0.196425641001243,0.0786395642882036,0.0524618750842963,1.498985008863,0.142362083775345
"hydro10","soil_soc",0.00516515296460681,0.20705,1.65531258689907,4.02507880640208,0.411249733611727,0.68326182138618,0.0535680762729672,0.543745576001772,0.0985168038825436,0.922053728235392
"hydro11","HSMeanDur.x",0.00149603637966279,0.25842,-7.11812310369989,1.92717357624629,-3.69355578108559,0.000710552024117023,0.588181055554856,0.167997928219483,3.50112088755297,0.00122723190412223
"hydro12","CVAnnHSPeak.x",0.0293196585707469,0.12902,-32.7964874293189,12.0313436332105,-2.72592059782829,0.00973945810488732,21.4543674333289,7.70160012292046,2.78570259308573,0.00837366430470348
"hydro13","C_MinM.x",0.0173589228002811,0.15335,-31.1108092817561,13.3021791259893,-2.33877539815811,0.0248576858347535,60.2301629076612,38.6291061898287,1.55919121223468,0.127464671540646
