"","proportionExotic","FDis.proportion","FDiv.proportion","FRic.proportion","FEve.proportion"
"1",0.0596750241505878,1.05991042606244,0.808927628627828,0.0408152766296558,0.987806226600822
"21",0.179701379562486,1.29731185470486,1.2206550409091,0.00577664290706268,0.974820604125041
"41",0.25933873323705,1.47664396115225,0.882880381242075,0.00939165536628081,0.988634608213787
"61",0.226968726300114,1.00665823670947,1.00438385129153,0.0726388545211673,0.991935369691449
"81",0.0754987839676196,1.39043027666878,1.04159382171493,0.101608412469519,1.07916459478391
"101",0.175001566710535,1.00535053375984,0.918166372426016,0.158690363683479,0.963727012337091
"121",0.800886898903079,1.84951034386253,0.622074764878347,0.00144938223982339,1.0498168224609
"141",0.809950226744829,0.566511849592371,0.895691963371907,0.104303750491355,0.893936256437951
"161",0.272795580661861,0.966189011927752,1.07139963001222,0.222857742914766,0.918574963394178
"181",0.259097917661057,1.22583004276014,0.992236306579768,0.15346319339492,0.942914658784684
"201",0.0935471389671351,1.00383171074062,1.04191337499724,0.122838060428062,0.969234490577774
"221",0.0351135544474007,1.03534579320087,0.849952768316889,0.108456790364348,0.966447485348414
"241",0.0904229847010465,1.28448912592919,0.942177903264982,0.0221013653571965,0.849304591819826
"261",0.0617441618994327,1.02435896756813,1.00945166396917,0.0367425401923503,1.04348280614936
"281",0.0118978377613728,1.00488685810992,1.01068145692342,0.071219137856099,1.0324853170068
"301",0.0169339071328159,0.993942453710177,1.12579635547325,0.0807440012421851,0.948861290151689
"321",0.216648267768611,0.96186365140833,0.949755998983498,0.166748431449553,0.956662440489156
"341",0.0492160007188532,1.02388471650405,0.920077243951409,0.178376725956347,0.991302275857631
"361",0.0107361355850102,0.997210494662384,0.903626361328616,0.16823523392508,1.0633014630843
"381",0.243003310465302,0.991806576186019,1.03456027542426,0.0590579962519536,0.89193501686299
"401",0.476297968397291,0.932889631722586,0.932801807644849,0.0638724290378126,0.958184375795061
"421",0.00520185367814494,0.997976793928314,0.943292493961124,0.184322240346722,0.949982948488643
"441",0.396861488664449,1.05668821557644,1.0075712614426,0.144383855166792,0.941382380121475
"461",0.107658638947109,1.09409648921548,1.1084581070938,0.0236029025682916,0.96150919777989
"481",0.102613482996799,0.983988448987603,0.953020077392693,0.245791820805099,0.977729770508425
"501",0.0476808937325263,1.00726663098755,0.856103367746933,0.0583101579598284,0.96730778911258
"521",0.191575340799186,0.982401681703773,1.00856289860133,0.057081299202173,1.12627557035972
"541",0.273247114286017,3.12428548863174,0.824760281545148,0.0151066088254772,0.668429400772485
"561",0.250546472290922,1.05916321442885,0.962611846563125,0.120436421273194,0.967793440152744
"581",0.0293214862681745,1.00235817061831,1.01226676439071,0.141572567999681,1.03601347303546
"601",0.582416906845231,1.08489487800441,1.1273937222536,0.0835482447269968,0.845706550015017
"621",0.86255583859982,0.974699730113547,1.11091633174056,0.0144645177329188,0.851050414863922
"641",0.0223887163092591,0.996132577838411,0.95608953253251,0.0754720678628208,1.0098367754691
"661",0.079956966265099,1.0210741068481,0.860213141843345,0.0806060096651529,0.985162157471967
"681",0.227048778248531,0.872632372304053,0.990762049882187,0.0498866076262688,1.05914772416708
"701",0.0630809880619507,1.029847540826,1.08408898426102,0.0147779869200167,1.09136762213343
"721",0.152918477209689,0.967659435183676,1.03428209809056,0.0173190674457694,0.849976182557527
"741",0.352450279361955,1.29476353064591,1.24400537388142,0.00700777659497523,0.978105367111261
"761",0.00275038758614471,0.998515988560001,1.12615008273409,0.0410648063436548,0.998311976423828
"781",0.00169993406879132,0.997249844059377,1.21347430229029,0.0854101753220064,1.00684442990663
"801",0.109023019162119,1.00405377561199,1.03107271083254,0.0558702198509015,1.08708486365648
"821",0.18743559796598,1.24329503972444,0.952837739591174,0.0256549487966596,1.23349322868812
"841",0.287683267004273,0.947220872505799,1.10483867631438,0.0189117400318443,0.974127154366982
"861",0.41782747132139,1.10919174563377,1.0860151631377,0.00593308833919383,0.842969911636953
