"","metric","p","R2.adj","est","stderr","t","p.term","est.quad","stderr.quad","t.quad","p.term.quad"
"hydro","clim_pdry",0.000130323457277739,0.35007,0.0339490903851094,0.0283574058776032,1.19718603780759,0.238848214030839,-7.52561213519218e-05,0.000105099782790948,-0.716044499365069,0.478459002729591
"hydro1","clim_pwet",0.000136570206310679,0.34843,0.00900110369881162,0.00643817910388487,1.39808221448519,0.170413714472738,-5.35331721185059e-06,6.42223205827821e-06,-0.833560226923007,0.409877901951057
"hydro2","clim_tcld",0.0130316438712074,0.16637,6.95995956795414,3.1623211912978,2.20090216866865,0.0340610071207919,-0.233044937953766,0.10939961360891,-2.13021719424781,0.0398675504832926
"hydro3","clim_tsea",7.70441052652684e-05,0.36828,-0.0912746124839754,0.0856295319106265,-1.06592445909013,0.293364231092973,9.46514155629826e-05,0.000104985505543751,0.901566507421718,0.373118725384946
"hydro4","soil_awc",0.00325316939588815,0.22662,2.30108310081706,3.80435627772328,0.604854785628582,0.548967275414205,-0.0988854428179123,0.136716083852951,-0.723290486613641,0.474049401725867
"hydro5","soil_bdw",0.0479041002079091,0.1056,-0.503136221186775,22.4976496980193,-0.0223639459205852,0.982277815609627,-1.1205864788409,9.5929257573721,-0.11681383836206,0.907639353675891
"hydro6","soil_ece",9.05851358143659e-05,0.36273,-0.322755809869812,0.176320028604464,-1.83051132888508,0.0752375072866236,0.00846913752997319,0.00766081289258781,1.10551421222772,0.276073717327744
"hydro7","soil_phc",0.000162375011708755,0.3423,-5.3805173051832,8.23176217291162,-0.653628857608271,0.517392755453018,0.414296474737586,0.808711552904566,0.512292019632464,0.61149131264458
"hydro8","soil_slt",0.00857374022861252,0.18503,-0.36832501011236,0.498358188367922,-0.739076870229806,0.464523438691773,0.0125917843114448,0.0128031024756726,0.983494768972647,0.331751756901018
"hydro9","soil_soc",0.0107640181546957,0.17494,1.13285619077923,1.03697897229584,1.0924582089366,0.281694121419833,-0.0898693376499981,0.140084891678615,-0.641534833436412,0.525129831345396
"hydro10","HSMeanDur.x",0.00125939012411049,0.26529,-1.58054941204034,0.484480811417882,-3.26235709400895,0.00237905525383015,0.125075340954353,0.0422337528822035,2.96150193669048,0.00532106801447847
"hydro11","CVAnnHSMeanDur.x",0.0431906401927388,0.11059,-8.64392059620062,6.09920627883544,-1.41722056953467,0.164784583328766,7.02288314635955,6.33963867409715,1.10777340908308,0.275109302787747
"hydro12","C_MinM.x",0.00375653946178365,0.22058,-9.19054791238935,3.22354595572957,-2.85106774918284,0.00708556772171032,18.095482392251,9.36107519319019,1.93305598115639,0.0609097173511008
"hydro13","FRic",1.70399214654614e-06,0.4859,14.8885653228495,4.03498786923298,3.68986619176123,0.000718107728399987,-39.4075979248439,20.2885892663289,-1.94235278794101,0.0597353593502375
"hydro14","nbsp",3.58145923098769e-10,0.67471,0.100044581991659,0.0283319363397458,3.53115935289288,0.00112770050142422,-0.000898570515552452,0.0004493978651715,-1.99949885211301,0.052937785632605
"hydro15","richness",1.16677400321906e-19,0.90013,19.4895787881013,1.86841846979503,10.4310565877886,1.43413241608545e-12,-40.2482826202986,6.89051917148243,-5.84111031674839,1.03057122141486e-06
"hydro16","exotics",0.0307599664850447,0.12676,-2.75382440707712,1.30754042690354,-2.10611033541702,0.0420390455556541,2.19389141873892,1.80943678914955,1.21247198680539,0.233017031832516
"hydro17","seed.mass",0.00490257638256576,0.20928,2.12767609089449,0.607153678420339,3.50434522019231,0.00121615660575812,-0.60923299886956,0.183833273818187,-3.31405183738445,0.00206475612522616
"hydro18","leaf.area",0.000972862481914434,0.27547,1.29249711623556,0.412301103778934,3.13483787549732,0.00336059166951658,-0.100194559252631,0.0385000464961618,-2.60245294152099,0.013236852361606
"hydro19","MDFMDFDry.y",0.00633951680931717,0.19822,-2.52797534829393,0.782520801908671,-3.23055354199897,0.00259453017742707,1.49377081497915,0.551582272413112,2.70815595367863,0.0101835135269504
"hydro20","CVMDFWet.y",0.0386037927488561,0.11598,-0.466702496463192,0.453733975116648,-1.0285817727077,0.310353702046023,-1.25330978163328,0.784995964996054,-1.59658117687214,0.118865971352987
"hydro21","M_MinM.y",9.56358809028907e-06,0.43565,1.71561088159483,0.34484160599153,4.97506928336534,1.52353868314623e-05,-0.832550617839229,0.305809002275836,-2.72245294168378,0.0098247016673864
"hydro22","M_MaxM.y",0.00459012227579382,0.21209,0.976500464252835,0.285197540727289,3.42394419588135,0.00152314507192462,-0.352672372015866,0.100811099557915,-3.49834862988731,0.00123683178663695
"hydro23","production_dryland_w",0.00270152328927894,0.23435,6.64193313636251,2.13051810173244,3.11752016139248,0.0035203462419613,-10.1837731060172,4.53393881791084,-2.24612054000095,0.0307531207133559
"hydro24","richness.stand",3.93126949426206e-33,0.98133,28.113419501934,1.23976969978407,22.6763240840863,2.6697986573045e-23,-79.1939325055722,6.27058632622786,-12.6294302295671,5.52178616167215e-15
"hydro25","richness.stand.ln",0,1,1,1.15662240011102e-16,8645864025320768,0,3.33786567537877e-17,2.05116839363656e-17,1.62729968233422,0.112160947275143
