"","site","mean","sd","FDis.orig","FDis.SES"
"1",1,0.199490774069731,0.0356767953205117,0.160676072029973,-1.08795371588328
"2",2,0.201456052080475,0.038349892904704,0.211238335219727,0.25507980331417
"3",3,0.199387867282814,0.0405336007583422,0.198956741767431,-0.0106362501065108
"4",4,0.200400899758963,0.0379729550120647,0.247789546514602,1.2479578357961
"5",5,0.130178577567912,0.0392341441251154,0.177668984472659,1.21043565403907
"6",6,0.193797463265966,0.0409322606428173,0.259523154440808,1.60571857363017
"7",7,0.168516064253924,0.0485183795769955,0.165390247103649,-0.0644254234689602
"8",8,0.103823338361249,0.0337198414426659,0.12107973676734,0.511757993744787
"9",9,0.211368328616433,0.0267708722944736,0.233207861669881,0.815794599937532
"10",10,0.202632383632614,0.0367014595259858,0.235438190600596,0.893855650202541
"11",11,0.200024513778059,0.0401740339126717,0.2527399601966,1.3121770776898
"12",12,0.207875545813732,0.0317792676281066,0.176421191958488,-0.989775920053789
"13",13,0.111631769854512,0.0357923002610585,0.186753513688769,2.0988241405649
"14",14,0.192484517984407,0.0427940232276858,0.178022084209281,-0.337954524588141
"15",15,0.208293328255795,0.0297802130967041,0.237794214249696,0.990620379313748
"16",16,0.20637893819896,0.030870717782797,0.249080630179855,1.38324260165699
"17",17,0.200871799381453,0.0352768663517285,0.246341317881643,1.2889330374993
"18",18,0.205410645733623,0.0326622403657207,0.227961016615886,0.690411025997157
"19",19,0.203647292930453,0.0332714742232887,0.215493438898465,0.356045118064549
"20",20,0.203212217017693,0.0364662625298886,0.225317999459106,0.606198192734861
"21",21,0.176949151496201,0.0447700180363525,0.203336061893119,0.589387977808986
"22",22,0.208721552106643,0.0308698997144475,0.231310153489701,0.731735496130761
"23",23,0.195649525660072,0.0366118848191172,0.192425502092965,-0.0880594807679511
"24",24,0.195585987721146,0.0421080235210131,0.175975776597376,-0.465711982752734
"25",25,0.212561011649306,0.0270123767852141,0.240484213165987,1.03371879263749
"26",26,0.20663828715801,0.0308749092617971,0.172003923834927,-1.12176405214371
"27",27,0.200717589274572,0.0401324310264047,0.231121743884765,0.757595636062737
"28",28,0.147342716302513,0.0441708657557957,0.164067922579047,0.378647916230601
"29",29,0.21017510643845,0.026817721833961,0.152504044351881,-2.15048326787911
"30",30,0.207650856401795,0.0305379227791599,0.21999404442849,0.404192129109668
"31",31,0.20189030436695,0.0370267518683395,0.232659249554459,0.83099228625071
"32",32,0.172732764332471,0.0590916155843049,0.183065705674082,0.174863070495502
"33",33,0.203757010795592,0.0379725039626523,0.2188894836672,0.398511325102269
"34",34,0.204501831992456,0.0365686937180516,0.188700613155365,-0.432096890277792
"35",35,0.204909028438613,0.032300845010035,0.211090020799302,0.191356986443189
"36",36,0.197865692660432,0.0412056831070614,0.199001917937072,0.0275744798038534
"37",37,0.195788053302622,0.0396430698699316,0.247281893554755,1.29893674786246
"38",38,0.180039796507276,0.0499978723355332,0.185200123939143,0.103210940602367
"39",39,0.202102211061801,0.0348083824719135,0.246042741269146,1.26235484348635
"40",40,0.164397414427275,0.0427974891577943,0.173549005925722,0.213834775790357
"41",41,0.19197110332025,0.0422201486531981,0.256213421476352,1.52160331513271
"42",42,0.159564087991114,0.0407327329986257,0.186119079315513,0.65193247222806
"43",43,0.203270415946091,0.0365983311977383,0.228554866723691,0.690863488856656
"44",44,0.195069353883375,0.0411089556850969,0.226479344783635,0.764066865158689
