"","Taxon","site","countSum"
"1311","Celtis.sinensis","35",41
"1312","Celtis.sinensis","36",0
"1313","Celtis.sinensis","37",0
"1314","Celtis.sinensis","38",0
"1315","Celtis.sinensis","39",0
"1316","Celtis.sinensis","40",0
"1317","Celtis.sinensis","41",10
"1318","Celtis.sinensis","42",9
"1319","Celtis.sinensis","43",0
"1320","Celtis.sinensis","44",0
"1321","Cinnamomum.camphora","1",0
"1322","Cinnamomum.camphora","2",0
"1323","Cinnamomum.camphora","3",0
"1324","Cinnamomum.camphora","4",1
"1325","Cinnamomum.camphora","5",0
"1326","Cinnamomum.camphora","6",3
"1327","Cinnamomum.camphora","7",0
"1328","Cinnamomum.camphora","8",0
"1329","Cinnamomum.camphora","9",0
"1330","Cinnamomum.camphora","10",1
"1331","Cinnamomum.camphora","11",0
"1332","Cinnamomum.camphora","12",1
"1333","Cinnamomum.camphora","13",163
"1334","Cinnamomum.camphora","14",0
"1335","Cinnamomum.camphora","15",0
"1336","Cinnamomum.camphora","16",8
"1337","Cinnamomum.camphora","17",0
"1338","Cinnamomum.camphora","18",2
"1339","Cinnamomum.camphora","19",2
"1340","Cinnamomum.camphora","20",0
"1341","Cinnamomum.camphora","21",0
"1342","Cinnamomum.camphora","22",0
"1343","Cinnamomum.camphora","23",0
"1344","Cinnamomum.camphora","24",0
"1345","Cinnamomum.camphora","25",0
"1346","Cinnamomum.camphora","26",28
"1347","Cinnamomum.camphora","27",0
"1348","Cinnamomum.camphora","28",0
"1349","Cinnamomum.camphora","29",52
"1350","Cinnamomum.camphora","30",8
"1351","Cinnamomum.camphora","31",0
"1352","Cinnamomum.camphora","32",0
"1353","Cinnamomum.camphora","33",0
"1354","Cinnamomum.camphora","34",0
"1355","Cinnamomum.camphora","35",6
"1356","Cinnamomum.camphora","36",9
"1357","Cinnamomum.camphora","37",0
"1358","Cinnamomum.camphora","38",0
"1359","Cinnamomum.camphora","39",0
"1360","Cinnamomum.camphora","40",0
"1361","Cinnamomum.camphora","41",0
"1362","Cinnamomum.camphora","42",0
"1363","Cinnamomum.camphora","43",0
"1364","Cinnamomum.camphora","44",0
"1365","Cinnamomum.oliveri","1",1
"1366","Cinnamomum.oliveri","2",0
"1367","Cinnamomum.oliveri","3",0
"1368","Cinnamomum.oliveri","4",0
"1369","Cinnamomum.oliveri","5",0
"1370","Cinnamomum.oliveri","6",0
"1371","Cinnamomum.oliveri","7",0
"1372","Cinnamomum.oliveri","8",0
"1373","Cinnamomum.oliveri","9",0
"1374","Cinnamomum.oliveri","10",0
"1375","Cinnamomum.oliveri","11",0
"1376","Cinnamomum.oliveri","12",0
"1377","Cinnamomum.oliveri","13",0
"1378","Cinnamomum.oliveri","14",0
"1379","Cinnamomum.oliveri","15",0
"1380","Cinnamomum.oliveri","16",0
"1381","Cinnamomum.oliveri","17",0
"1382","Cinnamomum.oliveri","18",1
"1383","Cinnamomum.oliveri","19",25
"1384","Cinnamomum.oliveri","20",0
"1385","Cinnamomum.oliveri","21",0
"1386","Cinnamomum.oliveri","22",1
"1387","Cinnamomum.oliveri","23",0
"1388","Cinnamomum.oliveri","24",0
"1389","Cinnamomum.oliveri","25",0
"1390","Cinnamomum.oliveri","26",4
"1391","Cinnamomum.oliveri","27",0
"1392","Cinnamomum.oliveri","28",0
"1393","Cinnamomum.oliveri","29",0
"1394","Cinnamomum.oliveri","30",1
"1395","Cinnamomum.oliveri","31",0
"1396","Cinnamomum.oliveri","32",0
"1397","Cinnamomum.oliveri","33",0
"1398","Cinnamomum.oliveri","34",0
"1399","Cinnamomum.oliveri","35",0
"1400","Cinnamomum.oliveri","36",1
"1401","Cinnamomum.oliveri","37",0
"1402","Cinnamomum.oliveri","38",0
"1403","Cinnamomum.oliveri","39",1
"1404","Cinnamomum.oliveri","40",0
"1405","Cinnamomum.oliveri","41",0
"1406","Cinnamomum.oliveri","42",0
"1407","Cinnamomum.oliveri","43",0
"1408","Cinnamomum.oliveri","44",0
"1409","Cissus.antarctica","1",2
"1410","Cissus.antarctica","2",0
"1411","Cissus.antarctica","3",0
"1412","Cissus.antarctica","4",0
"1413","Cissus.antarctica","5",0
"1414","Cissus.antarctica","6",0
"1415","Cissus.antarctica","7",0
"1416","Cissus.antarctica","8",0
"1417","Cissus.antarctica","9",2
"1418","Cissus.antarctica","10",1
"1419","Cissus.antarctica","11",0
"1420","Cissus.antarctica","12",2
"1421","Cissus.antarctica","13",0
"1422","Cissus.antarctica","14",0
"1423","Cissus.antarctica","15",15
"1424","Cissus.antarctica","16",0
"1425","Cissus.antarctica","17",0
"1426","Cissus.antarctica","18",0
"1427","Cissus.antarctica","19",25
"1428","Cissus.antarctica","20",0
"1429","Cissus.antarctica","21",1
"1430","Cissus.antarctica","22",7
"1431","Cissus.antarctica","23",0
"1432","Cissus.antarctica","24",0
"1433","Cissus.antarctica","25",2
"1434","Cissus.antarctica","26",13
"1435","Cissus.antarctica","27",0
"1436","Cissus.antarctica","28",0
"1437","Cissus.antarctica","29",0
"1438","Cissus.antarctica","30",2
"1439","Cissus.antarctica","31",0
"1440","Cissus.antarctica","32",0
"1441","Cissus.antarctica","33",0
"1442","Cissus.antarctica","34",0
"1443","Cissus.antarctica","35",0
"1444","Cissus.antarctica","36",1
"1445","Cissus.antarctica","37",0
"1446","Cissus.antarctica","38",0
"1447","Cissus.antarctica","39",29
"1448","Cissus.antarctica","40",0
"1449","Cissus.antarctica","41",0
"1450","Cissus.antarctica","42",0
"1451","Cissus.antarctica","43",0
"1452","Cissus.antarctica","44",0
"1453","Citronella.moorei","1",0
"1454","Citronella.moorei","2",0
"1455","Citronella.moorei","3",0
"1456","Citronella.moorei","4",0
"1457","Citronella.moorei","5",0
"1458","Citronella.moorei","6",0
"1459","Citronella.moorei","7",0
"1460","Citronella.moorei","8",0
"1461","Citronella.moorei","9",0
"1462","Citronella.moorei","10",0
"1463","Citronella.moorei","11",14
"1464","Citronella.moorei","12",0
"1465","Citronella.moorei","13",0
"1466","Citronella.moorei","14",0
"1467","Citronella.moorei","15",0
"1468","Citronella.moorei","16",0
"1469","Citronella.moorei","17",0
"1470","Citronella.moorei","18",0
"1471","Citronella.moorei","19",0
"1472","Citronella.moorei","20",0
"1473","Citronella.moorei","21",0
"1474","Citronella.moorei","22",0
"1475","Citronella.moorei","23",0
"1476","Citronella.moorei","24",0
"1477","Citronella.moorei","25",0
"1478","Citronella.moorei","26",0
"1479","Citronella.moorei","27",0
"1480","Citronella.moorei","28",0
"1481","Citronella.moorei","29",0
"1482","Citronella.moorei","30",0
"1483","Citronella.moorei","31",0
"1484","Citronella.moorei","32",0
"1485","Citronella.moorei","33",0
"1486","Citronella.moorei","34",0
"1487","Citronella.moorei","35",0
"1488","Citronella.moorei","36",0
"1489","Citronella.moorei","37",0
"1490","Citronella.moorei","38",0
"1491","Citronella.moorei","39",0
"1492","Citronella.moorei","40",0
"1493","Citronella.moorei","41",0
"1494","Citronella.moorei","42",0
"1495","Citronella.moorei","43",0
"1496","Citronella.moorei","44",0
"1497","Cleistanthus.cunninghamii","1",0
"1498","Cleistanthus.cunninghamii","2",0
"1499","Cleistanthus.cunninghamii","3",0
"1500","Cleistanthus.cunninghamii","4",0
"1501","Cleistanthus.cunninghamii","5",0
"1502","Cleistanthus.cunninghamii","6",0
"1503","Cleistanthus.cunninghamii","7",0
"1504","Cleistanthus.cunninghamii","8",0
"1505","Cleistanthus.cunninghamii","9",0
"1506","Cleistanthus.cunninghamii","10",0
"1507","Cleistanthus.cunninghamii","11",0
"1508","Cleistanthus.cunninghamii","12",28
"1509","Cleistanthus.cunninghamii","13",0
"1510","Cleistanthus.cunninghamii","14",0
"1511","Cleistanthus.cunninghamii","15",9
"1512","Cleistanthus.cunninghamii","16",39
"1513","Cleistanthus.cunninghamii","17",0
"1514","Cleistanthus.cunninghamii","18",0
"1515","Cleistanthus.cunninghamii","19",0
"1516","Cleistanthus.cunninghamii","20",0
"1517","Cleistanthus.cunninghamii","21",0
"1518","Cleistanthus.cunninghamii","22",35
"1519","Cleistanthus.cunninghamii","23",20
"1520","Cleistanthus.cunninghamii","24",0
"1521","Cleistanthus.cunninghamii","25",0
"1522","Cleistanthus.cunninghamii","26",119
"1523","Cleistanthus.cunninghamii","27",0
"1524","Cleistanthus.cunninghamii","28",0
"1525","Cleistanthus.cunninghamii","29",0
"1526","Cleistanthus.cunninghamii","30",20
"1527","Cleistanthus.cunninghamii","31",0
"1528","Cleistanthus.cunninghamii","32",0
"1529","Cleistanthus.cunninghamii","33",0
"1530","Cleistanthus.cunninghamii","34",0
"1531","Cleistanthus.cunninghamii","35",1
"1532","Cleistanthus.cunninghamii","36",5
"1533","Cleistanthus.cunninghamii","37",0
"1534","Cleistanthus.cunninghamii","38",0
"1535","Cleistanthus.cunninghamii","39",0
"1536","Cleistanthus.cunninghamii","40",0
"1537","Cleistanthus.cunninghamii","41",0
"1538","Cleistanthus.cunninghamii","42",0
"1539","Cleistanthus.cunninghamii","43",0
"1540","Cleistanthus.cunninghamii","44",0
"1541","Commersonia.bartramia","1",0
"1542","Commersonia.bartramia","2",0
"1543","Commersonia.bartramia","3",0
"1544","Commersonia.bartramia","4",0
"1545","Commersonia.bartramia","5",0
"1546","Commersonia.bartramia","6",0
"1547","Commersonia.bartramia","7",0
"1548","Commersonia.bartramia","8",0
"1549","Commersonia.bartramia","9",0
"1550","Commersonia.bartramia","10",0
"1551","Commersonia.bartramia","11",0
"1552","Commersonia.bartramia","12",0
"1553","Commersonia.bartramia","13",0
"1554","Commersonia.bartramia","14",0
"1555","Commersonia.bartramia","15",0
"1556","Commersonia.bartramia","16",2
"1557","Commersonia.bartramia","17",0
"1558","Commersonia.bartramia","18",0
"1559","Commersonia.bartramia","19",0
"1560","Commersonia.bartramia","20",0
"1561","Commersonia.bartramia","21",0
"1562","Commersonia.bartramia","22",0
"1563","Commersonia.bartramia","23",0
"1564","Commersonia.bartramia","24",0
"1565","Commersonia.bartramia","25",0
"1566","Commersonia.bartramia","26",0
"1567","Commersonia.bartramia","27",0
"1568","Commersonia.bartramia","28",0
"1569","Commersonia.bartramia","29",0
"1570","Commersonia.bartramia","30",0
"1571","Commersonia.bartramia","31",0
"1572","Commersonia.bartramia","32",0
"1573","Commersonia.bartramia","33",0
"1574","Commersonia.bartramia","34",0
"1575","Commersonia.bartramia","35",0
"1576","Commersonia.bartramia","36",0
"1577","Commersonia.bartramia","37",0
"1578","Commersonia.bartramia","38",0
"1579","Commersonia.bartramia","39",3
"1580","Commersonia.bartramia","40",1
"1581","Commersonia.bartramia","41",0
"1582","Commersonia.bartramia","42",0
"1583","Commersonia.bartramia","43",0
"1584","Commersonia.bartramia","44",0
"1585","Cordyline.spp","1",0
"1586","Cordyline.spp","2",0
"1587","Cordyline.spp","3",0
"1588","Cordyline.spp","4",0
"1589","Cordyline.spp","5",0
"1590","Cordyline.spp","6",0
"1591","Cordyline.spp","7",0
"1592","Cordyline.spp","8",0
"1593","Cordyline.spp","9",0
"1594","Cordyline.spp","10",2
"1595","Cordyline.spp","11",7
"1596","Cordyline.spp","12",0
"1597","Cordyline.spp","13",0
"1598","Cordyline.spp","14",0
"1599","Cordyline.spp","15",13
"1600","Cordyline.spp","16",0
"1601","Cordyline.spp","17",0
"1602","Cordyline.spp","18",0
"1603","Cordyline.spp","19",6
"1604","Cordyline.spp","20",0
"1605","Cordyline.spp","21",0
"1606","Cordyline.spp","22",0
"1607","Cordyline.spp","23",0
"1608","Cordyline.spp","24",0
"1609","Cordyline.spp","25",0
"1610","Cordyline.spp","26",1
"1611","Cordyline.spp","27",0
"1612","Cordyline.spp","28",0
"1613","Cordyline.spp","29",9
"1614","Cordyline.spp","30",7
"1615","Cordyline.spp","31",0
"1616","Cordyline.spp","32",0
"1617","Cordyline.spp","33",0
"1618","Cordyline.spp","34",0
"1619","Cordyline.spp","35",0
"1620","Cordyline.spp","36",0
"1621","Cordyline.spp","37",0
"1622","Cordyline.spp","38",0
"1623","Cordyline.spp","39",0
"1624","Cordyline.spp","40",0
"1625","Cordyline.spp","41",0
"1626","Cordyline.spp","42",0
"1627","Cordyline.spp","43",0
"1628","Cordyline.spp","44",0
"1629","Croton.acronychioides","1",1
"1630","Croton.acronychioides","2",0
"1631","Croton.acronychioides","3",0
"1632","Croton.acronychioides","4",0
"1633","Croton.acronychioides","5",0
"1634","Croton.acronychioides","6",0
"1635","Croton.acronychioides","7",0
"1636","Croton.acronychioides","8",0
"1637","Croton.acronychioides","9",0
"1638","Croton.acronychioides","10",0
"1639","Croton.acronychioides","11",0
"1640","Croton.acronychioides","12",0
"1641","Croton.acronychioides","13",0
"1642","Croton.acronychioides","14",0
"1643","Croton.acronychioides","15",0
"1644","Croton.acronychioides","16",0
"1645","Croton.acronychioides","17",0
"1646","Croton.acronychioides","18",0
"1647","Croton.acronychioides","19",8
"1648","Croton.acronychioides","20",0
"1649","Croton.acronychioides","21",0
"1650","Croton.acronychioides","22",0
"1651","Croton.acronychioides","23",1
"1652","Croton.acronychioides","24",0
"1653","Croton.acronychioides","25",0
"1654","Croton.acronychioides","26",0
"1655","Croton.acronychioides","27",0
"1656","Croton.acronychioides","28",0
"1657","Croton.acronychioides","29",0
"1658","Croton.acronychioides","30",0
"1659","Croton.acronychioides","31",0
"1660","Croton.acronychioides","32",0
"1661","Croton.acronychioides","33",0
"1662","Croton.acronychioides","34",0
"1663","Croton.acronychioides","35",0
"1664","Croton.acronychioides","36",0
"1665","Croton.acronychioides","37",0
"1666","Croton.acronychioides","38",0
"1667","Croton.acronychioides","39",0
"1668","Croton.acronychioides","40",0
"1669","Croton.acronychioides","41",0
"1670","Croton.acronychioides","42",0
"1671","Croton.acronychioides","43",0
"1672","Croton.acronychioides","44",0
"1673","Cryptocarya.bidwillii","1",0
"1674","Cryptocarya.bidwillii","2",0
"1675","Cryptocarya.bidwillii","3",0
"1676","Cryptocarya.bidwillii","4",0
"1677","Cryptocarya.bidwillii","5",0
"1678","Cryptocarya.bidwillii","6",0
"1679","Cryptocarya.bidwillii","7",0
"1680","Cryptocarya.bidwillii","8",0
"1681","Cryptocarya.bidwillii","9",0
"1682","Cryptocarya.bidwillii","10",0
"1683","Cryptocarya.bidwillii","11",0
"1684","Cryptocarya.bidwillii","12",0
"1685","Cryptocarya.bidwillii","13",0
"1686","Cryptocarya.bidwillii","14",0
"1687","Cryptocarya.bidwillii","15",14
"1688","Cryptocarya.bidwillii","16",1
"1689","Cryptocarya.bidwillii","17",0
"1690","Cryptocarya.bidwillii","18",4
"1691","Cryptocarya.bidwillii","19",2
"1692","Cryptocarya.bidwillii","20",0
"1693","Cryptocarya.bidwillii","21",0
"1694","Cryptocarya.bidwillii","22",0
"1695","Cryptocarya.bidwillii","23",0
"1696","Cryptocarya.bidwillii","24",0
"1697","Cryptocarya.bidwillii","25",0
"1698","Cryptocarya.bidwillii","26",0
"1699","Cryptocarya.bidwillii","27",0
"1700","Cryptocarya.bidwillii","28",0
"1701","Cryptocarya.bidwillii","29",0
"1702","Cryptocarya.bidwillii","30",0
"1703","Cryptocarya.bidwillii","31",0
"1704","Cryptocarya.bidwillii","32",0
"1705","Cryptocarya.bidwillii","33",0
"1706","Cryptocarya.bidwillii","34",0
"1707","Cryptocarya.bidwillii","35",0
"1708","Cryptocarya.bidwillii","36",0
"1709","Cryptocarya.bidwillii","37",0
"1710","Cryptocarya.bidwillii","38",0
"1711","Cryptocarya.bidwillii","39",0
"1712","Cryptocarya.bidwillii","40",0
"1713","Cryptocarya.bidwillii","41",0
"1714","Cryptocarya.bidwillii","42",0
"1715","Cryptocarya.bidwillii","43",0
"1716","Cryptocarya.bidwillii","44",0
"1717","Cryptocarya.glaucescens","1",0
"1718","Cryptocarya.glaucescens","2",0
"1719","Cryptocarya.glaucescens","3",0
"1720","Cryptocarya.glaucescens","4",0
"1721","Cryptocarya.glaucescens","5",0
"1722","Cryptocarya.glaucescens","6",0
"1723","Cryptocarya.glaucescens","7",0
"1724","Cryptocarya.glaucescens","8",0
"1725","Cryptocarya.glaucescens","9",0
"1726","Cryptocarya.glaucescens","10",0
"1727","Cryptocarya.glaucescens","11",0
"1728","Cryptocarya.glaucescens","12",0
"1729","Cryptocarya.glaucescens","13",0
"1730","Cryptocarya.glaucescens","14",0
"1731","Cryptocarya.glaucescens","15",20
"1732","Cryptocarya.glaucescens","16",0
"1733","Cryptocarya.glaucescens","17",0
"1734","Cryptocarya.glaucescens","18",0
"1735","Cryptocarya.glaucescens","19",3
"1736","Cryptocarya.glaucescens","20",0
"1737","Cryptocarya.glaucescens","21",0
"1738","Cryptocarya.glaucescens","22",0
"1739","Cryptocarya.glaucescens","23",0
"1740","Cryptocarya.glaucescens","24",0
"1741","Cryptocarya.glaucescens","25",0
"1742","Cryptocarya.glaucescens","26",1
"1743","Cryptocarya.glaucescens","27",0
"1744","Cryptocarya.glaucescens","28",0
"1745","Cryptocarya.glaucescens","29",11
"1746","Cryptocarya.glaucescens","30",0
"1747","Cryptocarya.glaucescens","31",0
"1748","Cryptocarya.glaucescens","32",0
"1749","Cryptocarya.glaucescens","33",0
"1750","Cryptocarya.glaucescens","34",0
"1751","Cryptocarya.glaucescens","35",0
"1752","Cryptocarya.glaucescens","36",0
"1753","Cryptocarya.glaucescens","37",0
"1754","Cryptocarya.glaucescens","38",0
"1755","Cryptocarya.glaucescens","39",0
"1756","Cryptocarya.glaucescens","40",0
"1757","Cryptocarya.glaucescens","41",0
"1758","Cryptocarya.glaucescens","42",0
"1759","Cryptocarya.glaucescens","43",0
"1760","Cryptocarya.glaucescens","44",0
"1761","Cryptocarya.laevigata","1",0
"1762","Cryptocarya.laevigata","2",0
"1763","Cryptocarya.laevigata","3",0
"1764","Cryptocarya.laevigata","4",0
"1765","Cryptocarya.laevigata","5",0
"1766","Cryptocarya.laevigata","6",0
"1767","Cryptocarya.laevigata","7",0
"1768","Cryptocarya.laevigata","8",0
"1769","Cryptocarya.laevigata","9",0
"1770","Cryptocarya.laevigata","10",0
"1771","Cryptocarya.laevigata","11",0
"1772","Cryptocarya.laevigata","12",110
"1773","Cryptocarya.laevigata","13",0
"1774","Cryptocarya.laevigata","14",4
"1775","Cryptocarya.laevigata","15",0
"1776","Cryptocarya.laevigata","16",0
"1777","Cryptocarya.laevigata","17",0
"1778","Cryptocarya.laevigata","18",0
"1779","Cryptocarya.laevigata","19",0
"1780","Cryptocarya.laevigata","20",0
"1781","Cryptocarya.laevigata","21",0
"1782","Cryptocarya.laevigata","22",191
"1783","Cryptocarya.laevigata","23",24
"1784","Cryptocarya.laevigata","24",0
"1785","Cryptocarya.laevigata","25",0
"1786","Cryptocarya.laevigata","26",50
"1787","Cryptocarya.laevigata","27",0
"1788","Cryptocarya.laevigata","28",0
"1789","Cryptocarya.laevigata","29",0
"1790","Cryptocarya.laevigata","30",8
"1791","Cryptocarya.laevigata","31",0
"1792","Cryptocarya.laevigata","32",0
"1793","Cryptocarya.laevigata","33",0
"1794","Cryptocarya.laevigata","34",0
"1795","Cryptocarya.laevigata","35",2
"1796","Cryptocarya.laevigata","36",0
"1797","Cryptocarya.laevigata","37",0
"1798","Cryptocarya.laevigata","38",0
"1799","Cryptocarya.laevigata","39",0
"1800","Cryptocarya.laevigata","40",0
"1801","Cryptocarya.laevigata","41",0
"1802","Cryptocarya.laevigata","42",0
"1803","Cryptocarya.laevigata","43",0
"1804","Cryptocarya.laevigata","44",0
"1805","Cryptocarya.macdonaldii","1",0
"1806","Cryptocarya.macdonaldii","2",0
"1807","Cryptocarya.macdonaldii","3",0
"1808","Cryptocarya.macdonaldii","4",0
"1809","Cryptocarya.macdonaldii","5",0
"1810","Cryptocarya.macdonaldii","6",0
"1811","Cryptocarya.macdonaldii","7",0
"1812","Cryptocarya.macdonaldii","8",0
"1813","Cryptocarya.macdonaldii","9",0
"1814","Cryptocarya.macdonaldii","10",0
"1815","Cryptocarya.macdonaldii","11",0
"1816","Cryptocarya.macdonaldii","12",0
"1817","Cryptocarya.macdonaldii","13",0
"1818","Cryptocarya.macdonaldii","14",0
"1819","Cryptocarya.macdonaldii","15",0
"1820","Cryptocarya.macdonaldii","16",2
"1821","Cryptocarya.macdonaldii","17",0
"1822","Cryptocarya.macdonaldii","18",11
"1823","Cryptocarya.macdonaldii","19",0
"1824","Cryptocarya.macdonaldii","20",0
"1825","Cryptocarya.macdonaldii","21",0
"1826","Cryptocarya.macdonaldii","22",0
"1827","Cryptocarya.macdonaldii","23",0
"1828","Cryptocarya.macdonaldii","24",0
"1829","Cryptocarya.macdonaldii","25",0
"1830","Cryptocarya.macdonaldii","26",0
"1831","Cryptocarya.macdonaldii","27",0
"1832","Cryptocarya.macdonaldii","28",0
"1833","Cryptocarya.macdonaldii","29",0
"1834","Cryptocarya.macdonaldii","30",0
"1835","Cryptocarya.macdonaldii","31",0
"1836","Cryptocarya.macdonaldii","32",0
"1837","Cryptocarya.macdonaldii","33",0
"1838","Cryptocarya.macdonaldii","34",0
"1839","Cryptocarya.macdonaldii","35",0
"1840","Cryptocarya.macdonaldii","36",0
"1841","Cryptocarya.macdonaldii","37",0
"1842","Cryptocarya.macdonaldii","38",0
"1843","Cryptocarya.macdonaldii","39",0
"1844","Cryptocarya.macdonaldii","40",0
"1845","Cryptocarya.macdonaldii","41",0
"1846","Cryptocarya.macdonaldii","42",0
"1847","Cryptocarya.macdonaldii","43",0
"1848","Cryptocarya.macdonaldii","44",0
"1849","Cryptocarya.obovata","1",20
"1850","Cryptocarya.obovata","2",0
"1851","Cryptocarya.obovata","3",0
"1852","Cryptocarya.obovata","4",0
"1853","Cryptocarya.obovata","5",0
"1854","Cryptocarya.obovata","6",0
"1855","Cryptocarya.obovata","7",0
"1856","Cryptocarya.obovata","8",0
"1857","Cryptocarya.obovata","9",6
"1858","Cryptocarya.obovata","10",4
"1859","Cryptocarya.obovata","11",0
"1860","Cryptocarya.obovata","12",46
"1861","Cryptocarya.obovata","13",1
"1862","Cryptocarya.obovata","14",8
"1863","Cryptocarya.obovata","15",0
"1864","Cryptocarya.obovata","16",14
"1865","Cryptocarya.obovata","17",0
"1866","Cryptocarya.obovata","18",10
"1867","Cryptocarya.obovata","19",0
"1868","Cryptocarya.obovata","20",0
"1869","Cryptocarya.obovata","21",0
"1870","Cryptocarya.obovata","22",0
"1871","Cryptocarya.obovata","23",0
"1872","Cryptocarya.obovata","24",10
"1873","Cryptocarya.obovata","25",0
"1874","Cryptocarya.obovata","26",11
"1875","Cryptocarya.obovata","27",0
"1876","Cryptocarya.obovata","28",0
"1877","Cryptocarya.obovata","29",2
"1878","Cryptocarya.obovata","30",10
"1879","Cryptocarya.obovata","31",0
"1880","Cryptocarya.obovata","32",0
"1881","Cryptocarya.obovata","33",0
"1882","Cryptocarya.obovata","34",0
"1883","Cryptocarya.obovata","35",16
"1884","Cryptocarya.obovata","36",5
"1885","Cryptocarya.obovata","37",0
"1886","Cryptocarya.obovata","38",0
"1887","Cryptocarya.obovata","39",0
"1888","Cryptocarya.obovata","40",0
"1889","Cryptocarya.obovata","41",0
"1890","Cryptocarya.obovata","42",0
"1891","Cryptocarya.obovata","43",0
"1892","Cryptocarya.obovata","44",0
"1893","Cryptocarya.triplinervis","1",118
"1894","Cryptocarya.triplinervis","2",0
"1895","Cryptocarya.triplinervis","3",0
"1896","Cryptocarya.triplinervis","4",14
"1897","Cryptocarya.triplinervis","5",0
"1898","Cryptocarya.triplinervis","6",47
"1899","Cryptocarya.triplinervis","7",0
"1900","Cryptocarya.triplinervis","8",0
"1901","Cryptocarya.triplinervis","9",31
"1902","Cryptocarya.triplinervis","10",139
"1903","Cryptocarya.triplinervis","11",53
"1904","Cryptocarya.triplinervis","12",61
"1905","Cryptocarya.triplinervis","13",0
"1906","Cryptocarya.triplinervis","14",97
"1907","Cryptocarya.triplinervis","15",0
"1908","Cryptocarya.triplinervis","16",0
"1909","Cryptocarya.triplinervis","17",14
"1910","Cryptocarya.triplinervis","18",6
"1911","Cryptocarya.triplinervis","19",37
"1912","Cryptocarya.triplinervis","20",1
"1913","Cryptocarya.triplinervis","21",0
"1914","Cryptocarya.triplinervis","22",37
"1915","Cryptocarya.triplinervis","23",60
"1916","Cryptocarya.triplinervis","24",97
"1917","Cryptocarya.triplinervis","25",6
"1918","Cryptocarya.triplinervis","26",72
"1919","Cryptocarya.triplinervis","27",0
"1920","Cryptocarya.triplinervis","28",0
"1921","Cryptocarya.triplinervis","29",1
"1922","Cryptocarya.triplinervis","30",0
"1923","Cryptocarya.triplinervis","31",1
"1924","Cryptocarya.triplinervis","32",0
"1925","Cryptocarya.triplinervis","33",8
"1926","Cryptocarya.triplinervis","34",0
"1927","Cryptocarya.triplinervis","35",3
"1928","Cryptocarya.triplinervis","36",6
"1929","Cryptocarya.triplinervis","37",50
"1930","Cryptocarya.triplinervis","38",27
"1931","Cryptocarya.triplinervis","39",32
"1932","Cryptocarya.triplinervis","40",14
"1933","Cryptocarya.triplinervis","41",2
"1934","Cryptocarya.triplinervis","42",0
"1935","Cryptocarya.triplinervis","43",9
"1936","Cryptocarya.triplinervis","44",2
"1937","Cupaniopsis.anacardioides","1",0
"1938","Cupaniopsis.anacardioides","2",0
"1939","Cupaniopsis.anacardioides","3",0
"1940","Cupaniopsis.anacardioides","4",0
"1941","Cupaniopsis.anacardioides","5",0
"1942","Cupaniopsis.anacardioides","6",0
"1943","Cupaniopsis.anacardioides","7",0
"1944","Cupaniopsis.anacardioides","8",0
"1945","Cupaniopsis.anacardioides","9",1
"1946","Cupaniopsis.anacardioides","10",0
"1947","Cupaniopsis.anacardioides","11",0
"1948","Cupaniopsis.anacardioides","12",1
"1949","Cupaniopsis.anacardioides","13",0
"1950","Cupaniopsis.anacardioides","14",0
"1951","Cupaniopsis.anacardioides","15",0
"1952","Cupaniopsis.anacardioides","16",0
"1953","Cupaniopsis.anacardioides","17",15
"1954","Cupaniopsis.anacardioides","18",9
"1955","Cupaniopsis.anacardioides","19",0
"1956","Cupaniopsis.anacardioides","20",0
"1957","Cupaniopsis.anacardioides","21",0
"1958","Cupaniopsis.anacardioides","22",0
"1959","Cupaniopsis.anacardioides","23",0
"1960","Cupaniopsis.anacardioides","24",0
"1961","Cupaniopsis.anacardioides","25",0
"1962","Cupaniopsis.anacardioides","26",0
"1963","Cupaniopsis.anacardioides","27",0
"1964","Cupaniopsis.anacardioides","28",0
"1965","Cupaniopsis.anacardioides","29",0
"1966","Cupaniopsis.anacardioides","30",0
"1967","Cupaniopsis.anacardioides","31",0
"1968","Cupaniopsis.anacardioides","32",0
"1969","Cupaniopsis.anacardioides","33",0
"1970","Cupaniopsis.anacardioides","34",0
"1971","Cupaniopsis.anacardioides","35",0
"1972","Cupaniopsis.anacardioides","36",0
"1973","Cupaniopsis.anacardioides","37",0
"1974","Cupaniopsis.anacardioides","38",0
"1975","Cupaniopsis.anacardioides","39",0
"1976","Cupaniopsis.anacardioides","40",0
"1977","Cupaniopsis.anacardioides","41",1
"1978","Cupaniopsis.anacardioides","42",0
"1979","Cupaniopsis.anacardioides","43",0
"1980","Cupaniopsis.anacardioides","44",0
"1981","Cupaniopsis.newmanii","1",0
"1982","Cupaniopsis.newmanii","2",0
"1983","Cupaniopsis.newmanii","3",0
"1984","Cupaniopsis.newmanii","4",0
"1985","Cupaniopsis.newmanii","5",0
"1986","Cupaniopsis.newmanii","6",0
"1987","Cupaniopsis.newmanii","7",0
"1988","Cupaniopsis.newmanii","8",0
"1989","Cupaniopsis.newmanii","9",0
"1990","Cupaniopsis.newmanii","10",0
"1991","Cupaniopsis.newmanii","11",0
"1992","Cupaniopsis.newmanii","12",0
"1993","Cupaniopsis.newmanii","13",0
"1994","Cupaniopsis.newmanii","14",0
"1995","Cupaniopsis.newmanii","15",0
