"","Acacia.bakeri","Acacia.fimbriata","Acmena.smithii","Acronychia.oblongifolia","Ailanthus.triphysa","Alangium.villosum","Alectryon.tomentosus","Alphitonia.excelsa","Alyxia.ruscifolia","Aphananthe.philippinensis","Archirhodomyrtus.beckleri","Archontophoenix.spp","Argyrodendron.trifoliolatum","Aristolochia.elegans","Arytera.distylis","Arytera.divaricata","Atalaya.salicifolia","Auranticarpa.rhombifolia","Backhousia.myrtifolia","Beilschmiedia.obtusifolia","Breynia.oblongifolia","Bursaria.incana","Calamus.muelleri","Callerya.megasperma","Callistemon.salignus","Callistemon.viminalis","Canarium.australasicum","Capparis.arborea","Cardiospermum.grandiflorum","Carex.appressa","Carex.spp","Carissa.ovata","Carronia.multisepalea","Castanospermum.australe","Casuarina.cunninghamiana","Cayratia.clematidea","Celtis.sinensis","Cinnamomum.camphora","Cinnamomum.oliveri","Cissus.antarctica","Cissus.hypoglauca","Citronella.moorei","Cleistanthus.cunninghamii","Clematis.aristata","Clerodendrum.floribundum","Commersonia.bartramia","Cryptocarya.bidwillii","Cryptocarya.glaucescens","Cryptocarya.laevigata","Cryptocarya.obovata","Cryptocarya.triplinervis","Cupaniopsis.anacardioides","Cyperus.involucratus","Cyperus.spp","Daphnandra.tenuipes","Derris.involuta","Desmodium.spp","Dioscorea.transversa","Diospyros.australis","Diospyros.ellipticifolia","Diospyros.fasciculosa","Diospyros.pentamera","Diploglottis.australis","Drypetes.deplanchei","Dysoxylum.rufum","Elaeocarpus.grandis","Elaeocarpus.obovatus","Elattostachys.nervosa","Elattostachys.xylocarpa","Embelia.australiana","Endiandra.discolor","Endiandra.globosa","Endiandra.pubens","Endiandra.sieberi","Eugenia.uniflora","Eupomatia.laurina","Euroschinus.falcatus","Ficus.coronata","Ficus.fraseri","Ficus.obliqua","Ficus.opposita","Ficus.racemosa","Ficus.virens","Ficus.watkinsiana","Flagellaria.indica","Flindersia.schottiana","Geitonoplesium.cymosum","Glochidion.ferdinandi","Grevillea.robusta","Guioa.semiglauca","Helicia.glabriflora","Hippocratea.barbata","Hodgkinsonia.ovatiflora","Hymenosporum.flavum","Ixora.beckleri","Jagera.pseudorhus","Lantana.camara","Legnephora.moorei","Leucaena.leucocephala","Ligustrum.lucidum","Ligustrum.sinense","Lomandra.hystrix","Lomandra.longifolia","Lomandra.sp","Lophostemon.confertus","Lophostemon.suaveolens","Macadamia.tetraphylla","Macfadyena.unguiscati","Maclura.cochinchinensis","Mallotus.claoxyloides","Mallotus.philippensis","Marsdenia.rostrata","Melaleuca.bracteata","Melaleuca.quinquenervia","Melaleuca.spp","Melia.azedarach","Micromelum.minutum","Mischocarpus.pyriformis","Morinda.jasminoides","Myrsine.variabilis","Neolitsea.dealbata","Notelaea.longifolia","Notelaea.microcarpa","Ochna.serrulata","Olea.paniculata","Pandorea.pandorana","Pararchidendron.pruinosum","Parsonsia.straminea","Passiflora.edulis","Pavetta.australiensis","Pittosporum.multiflorum","Pittosporum.undulatum","Planchonella.australis","Polyscias.elegans","Pothos.longipes","Pseudoweinmannia.lachnocarpa","Psychotria.daphnoides","Psychotria.loniceroides","Pteridium.esculentum","Rhodamnia.argentea","Rhodamnia.rubescens","Rhodomyrtus.psidioides","Rhodosphaera.rhodanthema","Ricinus.communis","Ripogonum.spp","Rubus.moluccanus","Rubus.rosifolius","Sarcopteryx.stipata","Schefflera.actinophylla","Schoenoplectus.validus","Senna.pendula","Senna.septemtrionalis","Sloanea.australis","Sloanea.woollsii","Smilax.australis","Solanum.mauritianum","Stephania.japonica","Sterculia.quadrifida","Streblus.brunonianus","Synoum.glandulosum","Syzygium.australe","Syzygium.floribundum","Syzygium.luehmannii","Syzygium.oleosum","Tabernaemontana.pandacaqui","Tecoma.capensis","Tecoma.stans","Toechima.tenax","Toona.ciliata","Trema.tomentosa","Tristaniopsis.laurina","Trophis.scandens","Wikstroemia.indica","Wilkiea.huegeliana"
"1",0,0,0,0,0,0,0,23.3918128654971,0,288.271699657306,0,0,66.2199716979524,0,24.7831474597274,0,0,0,0,0,0,0,77.7453838678328,0,0,0,0,115.786266617407,0,0,0,0,0,48.1749603252245,0,44.2194934266856,0,0,23.3918128654971,38.8726919339164,0,0,0,0,0,0,0,0,0,459.408136455242,2714.29807353525,0,0,0,0,92.39445375191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5662949194548,0,0,0,0,983.917193788659,0,0,0,0,0,0,0,0,19.4363459669582,198.878451978009,0,143.352083265595,0,0,0,0,0,0,155.490767735666,0,0,0,0,394.073720831933,0,0,0,0,0,272.108843537415,245.880614593155,0,67.6113062921827,0,0,0,0,0,0,0,0,0,386.45002867029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7836257309942,24.7831474597274,0,0,131.267145685826,0,38.8726919339164,0,652.939786940482,0,0,127.311678787288,0,0,131.267145685826,0,0,132.439943395905,0,0,0,0,0,0
"2",0,0,19.3236714975845,0,0,0,0,0,0,19.3236714975845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.207387888547,0,0,0,0,0,0,0,0,189.32074366857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.437027277607,0,0,0,0,0,22.4466891133558,0,0,0,0,41.7703606109403,0,0,0,0,0,0,0,238.647342995169,0,0,0,0,0,0,0,0,0,0,0,19.3236714975845,0,97.5503830576294,0,322.395452105597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3236714975845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.6376811594203,0,0,0,0,0,0,0,0,0,19.3236714975845,0,0,0,0,0
"3",0,0,0,0,0,0,48.0774773736093,0,18.7265917602996,224.463468626401,0,0,0,0,0,0,0,0,0,0,0,16.0642570281125,0,0,0,0,0,0,0,0,0,34.675555077684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4531835205992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.4153671834804,0,0,0,0,47.9621836628812,0,0,0,0,32.0132203454968,0,0,459.06501118716,0,0,0,0,0,0,0,0,0,0,0,37.4531835205992,0,211.151794965465,0,197.403991537355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0132203454968,0,0,0,0,0,0,0,0,0,0,0,53.4021468379836,0,0,516.076887518894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,95.9232613908873,0,0,0,0,0,0,308.003495783495,0,19.6078431372549,0,30.6513409961686,0,0,0,0,0,0,0,0,0,0,0,74.149199909849,0,0,0,0,0,0,0,0,87.2681165412498,0,0,19.6078431372549,0,0,0,0,0,0,0,0,0,0,0,0,305.393008108726,0,0,0,0,15.3256704980843,0,0,0,0,0,0,0,0,0,0,0,34.9335136353392,0,0,0,0,0,0,788.467805877002,0,0,2565.87103542318,0,0,0,0,0,0,0,0,191.846522781775,0,0,0,0,0,0,0,0,89.5656699792296,213.842718928306,30.6513409961686,0,0,0,3113.55621385245,0,1425.28735632184,0,0,0,2025.77572830174,58.8235294117647,0,587.431069343308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.078431372549,0,0,0,0,0,0,0,0,0,0,30.6513409961686,0,0,0,0,30.6513409961686,0,1127.53286214842,0,176.470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,21.505376344086,0,0,0,0,0,0,0,0,0,0,148.534525583706,0,0,0,0,0,0,0,0,0,0,0,389.692803230614,0,0,0,0,1800.62657244043,0,0,124.441132637854,319.50387000625,0,220.870791468359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.516930275788,0,0,0,0,0,0,0,0,0,0,0,0,0,1878.98818967037,0,0,0,0,0,0,0,0,0,146.483342147012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15466.6282069772,0,0,0,0,1501.63453680112,0,0,0,0,0,0,165.152316395045,15.1515151515152,0,0,0,73.3137829912023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,47.9616306954436,0,0,0,0,0,0,0,119.504396482814,0,47.9616306954436,0,79.9360511590727,0,0,0,0,0,0,0,0,0,0,0,87.5299760191846,0,0,0,0,47.9616306954436,0,0,0,59.7521982414069,0,0,45.863309352518,0,0,0,0,0,0,0,0,0,0,0,0,726.219024780176,0,0,97.2222222222222,0,0,223.820943245404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9872102318145,0,0,1609.11270983213,0,0,0,0,0,0,0,0,47.9616306954436,57.6538768984812,0,0,0,0,0,0,0,0,491.4068745004,0,0,0,0,2535.87130295763,0,0,0,0,0,913.069544364508,0,0,13.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,15.9872102318145,15.9872102318145,0,0,0,0,0,0,0,0,0,0,0,0,0,479.616306954436,0,0,0,0,0,0,0,0,0,0,0,0,79.9360511590727,0,0,31.9744204636291,31.9744204636291,0,0,177.158273381295,0,0,0,0,0,0,0,0,0,27.7777777777778,15.9872102318145,31.9744204636291,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.879814689543,0,0,0,0,0,0,0,0,407.713889401363,0,53.8026224982747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.139898461896,0,0,0,0,0,0,0,0,0,0,663.525681760723,0,0,0,0,53.8026224982747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8026224982747,0,0,0,0,0,0,0,0,0,0,1651.80629864229,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,13.1752305665349,0,0,0,0,0,0,0,0,0,0,28.2485875706215,0,0,0,0,405.696612402581,0,0,0,0,2558.00451084165,0,0,0,434.894263191979,0,19392.767021728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.907795716933,0,0,0,0,0,0,0,0,0,13.1752305665349,52.7009222661397,0,0,0,0,27.2995243518456,0,0,121.424264755142,0,0,0,0,13.1752305665349,13.1752305665349,0,0,0,0,898.037113954579,79.0513833992095,0,0,13.1752305665349,132.701368884125,0,0,13.1752305665349,0,0,0,0,0,0,0,0,0,54.5990487036913,0,0,0,0,0,0,0,0,0,0,0,0,197.628458498024,0,0,0,13.1752305665349,0,0,0,0,0,0,0,0,0,0,0,0,14.1242937853107,0,0,0,0,0,0,0,0,0,0,14.1242937853107,0,27.2995243518456,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,104.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.1754385964912,0,0,0,0,0,0,0,35.0877192982456,249.274997603298,0,0,0,0,69.4444444444444,0,0,0,0,0,0,0,0,0,208.333333333333,1024.95566101045,34.7222222222222,0,0,0,243.055555555556,887.366983031349,34.7222222222222,0,0,0,0,0,0,0,0,124.454750263637,34.7222222222222,0,0,0,0,0,0,0,0,0,520.018454606462,0,34.7222222222222,0,0,0,0,0,0,341.284392675678,104.53216374269,0,34.7222222222222,0,0,0,69.4444444444444,0,105.263157894737,380.398571565526,0,0,0,901.639344262295,1763.46347425942,595.394736842105,618.169398907104,0,0,0,664.761288467069,35.0877192982456,567.99443965104,124.089253187614,0,0,0,0,0,0,0,0,0,0,0,0,1754.69154443486,0,69.4444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7222222222222,34.7222222222222,0,0,0,0,0,0,0,62.0446265938069,0,0,62.0446265938069,0,34.7222222222222,0,138.888888888889,0,62.0446265938069,414.755296711725,0,0,0,132.585562266322,0,0,0,0,35.0877192982456,69.8099415204678,0,0
"10",0,0,0,0,0,0,0,0,0,209.579134099086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5878920495988,0,0,0,0,102.678867449108,0,0,59.3085726589525,162.774202825342,0,0,15.1515151515152,0,14.5878920495988,0,0,0,0,0,0,0,0,0,60.0953353762343,2063.79557878095,0,0,0,0,14.9812734082397,58.9151913003117,0,0,0,0,0,0,0,0,0,0,29.1757840991977,14.9812734082397,0,0,0,0,0,0,0,0,1880.66165552459,0,0,0,0,0,0,0,0,240.275545760757,74.2898460671922,15.1515151515152,0,0,0,0,0,0,0,1257.08142323587,0,0,0,0,766.163838865631,0,60.6060606060606,0,0,0,72.9394602479942,44.8909223526291,0,165.762560078199,0,44.5504388660782,0,0,0,0,0,0,0,0,0,0,0,0,60.6060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813.725731238578,14.5878920495988,0,0,0,0,87.9207336562339,0,177.414992747031,0,0,495.297677187383,0,0,0,277.169948942378,0,14.5878920495988,0,0,0,0,0,0
