"","site","mean","sd","FDis.orig","FDis.SES"
"1",1,0.179950759992795,0.0281170692323514,0.147715034841313,-1.14648240487285
"2",2,0.179483444918037,0.0300061661561575,0.204236614810546,0.824936106921785
"3",3,0.178020378786614,0.0312776446191771,0.1833794846049,0.171339814219926
"4",4,0.179265838023452,0.0307258111707781,0.213328586163009,1.10860370618801
"5",5,0.115929318881898,0.0318945275867814,0.154470076120879,1.20838150476176
"6",6,0.17723554736796,0.0321527857246496,0.21614688629767,1.21020117083913
"7",7,0.150632158138635,0.0399033239574553,0.15497856751634,0.10892349174567
"8",8,0.09341232933207,0.0278084304699496,0.112021183547891,0.66918031335607
"9",9,0.190312683400445,0.0215277841108811,0.204422132451775,0.65540647280082
"10",10,0.181188612507122,0.028885502431791,0.204720032078306,0.814644634510006
"11",11,0.177895238594391,0.0322347417964991,0.210847198613582,1.02224985164204
"12",12,0.184793064331075,0.0261680180761567,0.163454541863027,-0.815442820543227
"13",13,0.101637423513221,0.0278406387730449,0.148337681170261,1.67741329635923
"14",14,0.174217425783693,0.0339944077040774,0.16400376137362,-0.300451312433029
"15",15,0.186769283895227,0.0253157249120371,0.212154234471728,1.00273449268012
"16",16,0.184211057163164,0.0248502556847507,0.221817687632861,1.51332971969273
"17",17,0.181070842488108,0.0285091076966866,0.213128624381071,1.12447510578131
"18",18,0.184514739437826,0.0259772953521425,0.201561059646123,0.65620073133945
"19",19,0.184097794913229,0.0260627641696688,0.193132544469268,0.346653543623494
"20",20,0.181429463165217,0.0291980571053335,0.206950784147022,0.874076000664518
"21",21,0.157474131563896,0.0385806129136269,0.196516026861398,1.01195632596372
"22",22,0.186399448036301,0.0243531873765743,0.199675472438609,0.545145249244824
"23",23,0.175056802219664,0.0313301969121678,0.172958747887197,-0.0669658840111436
"24",24,0.174019455217339,0.0345243649846188,0.16684830612565,-0.20771270072263
"25",25,0.188646267603109,0.0215338286993531,0.218151158985781,1.37016467413241
"26",26,0.185807834996397,0.0245732900890802,0.156254049263333,-1.20267923529689
"27",27,0.176255118886419,0.0335353297198334,0.223993861099186,1.42353579379103
"28",28,0.131894838769833,0.0367391489741748,0.150461401222321,0.505361799902871
"29",29,0.188957125239563,0.0217115636230191,0.143800332585757,-2.07984986424142
"30",30,0.187170286498777,0.0249881924708218,0.199489528350173,0.493002519721312
"31",31,0.181975980068867,0.030694078482437,0.208441800930421,0.862245168125746
"32",32,0.152466076703795,0.0499470972182352,0.174431549720347,0.439774766501009
"33",33,0.180679794828629,0.0303729283382314,0.203563232398444,0.753415584924386
"34",34,0.181223821660956,0.0311797702008721,0.176441396240573,-0.153382317751965
"35",35,0.185079959391304,0.0258432173030106,0.182128314853864,-0.114213509209465
"36",36,0.178513457372756,0.0321800068320407,0.184061051768265,0.172392579792306
"37",37,0.175970767678059,0.0322551116128421,0.204764873738971,0.892699005556928
"38",38,0.165652862698205,0.041799606509137,0.174519378033955,0.21211958858542
"39",39,0.181363231564888,0.0278457262084894,0.207736790739998,0.947131311198125
"40",40,0.14681161989726,0.0346606328195137,0.155674654795719,0.255708975211476
"41",41,0.170883570542257,0.0350445090507903,0.219115274850938,1.37629847342927
"42",42,0.144240210330035,0.0329191485343495,0.170855140004052,0.808493866305388
"43",43,0.179410042418609,0.03097545336676,0.19448660659278,0.486726182686009
"44",44,0.177469851816247,0.0352246614177934,0.20329875198955,0.733261843654098
