Date,FilledLI145012A
5/02/1971 12:00:00 AM,9166.816
6/02/1971 12:00:00 AM,16149.127
7/02/1971 12:00:00 AM,7216.25
8/02/1971 12:00:00 AM,5066.263
9/02/1971 12:00:00 AM,8003.827
10/02/1971 12:00:00 AM,15142.079
11/02/1971 12:00:00 AM,6463.318
12/02/1971 12:00:00 AM,2668.819
13/02/1971 12:00:00 AM,1534.668
14/02/1971 12:00:00 AM,1082.848
15/02/1971 12:00:00 AM,828.637
16/02/1971 12:00:00 AM,660.41
17/02/1971 12:00:00 AM,578.793
18/02/1971 12:00:00 AM,2317.576
19/02/1971 12:00:00 AM,8707.168
20/02/1971 12:00:00 AM,2824.479
21/02/1971 12:00:00 AM,1181.214
22/02/1971 12:00:00 AM,832.899
23/02/1971 12:00:00 AM,723.551
24/02/1971 12:00:00 AM,642.369
25/02/1971 12:00:00 AM,504.692
26/02/1971 12:00:00 AM,417.984
27/02/1971 12:00:00 AM,369.416
28/02/1971 12:00:00 AM,333.165
1/03/1971 12:00:00 AM,302.229
2/03/1971 12:00:00 AM,261.382
3/03/1971 12:00:00 AM,236.568
4/03/1971 12:00:00 AM,218.508
5/03/1971 12:00:00 AM,216.149
6/03/1971 12:00:00 AM,206.319
7/03/1971 12:00:00 AM,194.262
8/03/1971 12:00:00 AM,198.105
9/03/1971 12:00:00 AM,181.108
10/03/1971 12:00:00 AM,174.914
11/03/1971 12:00:00 AM,152.821
12/03/1971 12:00:00 AM,135.565
13/03/1971 12:00:00 AM,123.527
14/03/1971 12:00:00 AM,116.024
15/03/1971 12:00:00 AM,105.35
16/03/1971 12:00:00 AM,98.719
17/03/1971 12:00:00 AM,92.217
18/03/1971 12:00:00 AM,87.703
19/03/1971 12:00:00 AM,80.413
20/03/1971 12:00:00 AM,77.153
21/03/1971 12:00:00 AM,74.324
22/03/1971 12:00:00 AM,70.766
23/03/1971 12:00:00 AM,66.338
24/03/1971 12:00:00 AM,69.767
25/03/1971 12:00:00 AM,71.899
26/03/1971 12:00:00 AM,62.849
27/03/1971 12:00:00 AM,59.669
28/03/1971 12:00:00 AM,58.702
29/03/1971 12:00:00 AM,57.215
30/03/1971 12:00:00 AM,57.196
31/03/1971 12:00:00 AM,57.196
1/04/1971 12:00:00 AM,56.228
2/04/1971 12:00:00 AM,53.919
3/04/1971 12:00:00 AM,51.649
4/04/1971 12:00:00 AM,49.417
5/04/1971 12:00:00 AM,49.196
6/04/1971 12:00:00 AM,53.412
7/04/1971 12:00:00 AM,54.64
8/04/1971 12:00:00 AM,50.22
9/04/1971 12:00:00 AM,44.97
10/04/1971 12:00:00 AM,43.553
11/04/1971 12:00:00 AM,40.342
12/04/1971 12:00:00 AM,38.43
13/04/1971 12:00:00 AM,39.458
14/04/1971 12:00:00 AM,39.043
15/04/1971 12:00:00 AM,40.116
16/04/1971 12:00:00 AM,37.932
17/04/1971 12:00:00 AM,33.75
18/04/1971 12:00:00 AM,31.995
19/04/1971 12:00:00 AM,29.342
20/04/1971 12:00:00 AM,31.056
21/04/1971 12:00:00 AM,30.894
22/04/1971 12:00:00 AM,29.576
23/04/1971 12:00:00 AM,28.132
24/04/1971 12:00:00 AM,26.797
25/04/1971 12:00:00 AM,26.425
26/04/1971 12:00:00 AM,25.33
27/04/1971 12:00:00 AM,25.148
28/04/1971 12:00:00 AM,25.148
29/04/1971 12:00:00 AM,24.799
30/04/1971 12:00:00 AM,22.382
1/05/1971 12:00:00 AM,19.642
2/05/1971 12:00:00 AM,16.662
3/05/1971 12:00:00 AM,16.219
4/05/1971 12:00:00 AM,16.083
5/05/1971 12:00:00 AM,15.268
6/05/1971 12:00:00 AM,15.001
7/05/1971 12:00:00 AM,14.092
8/05/1971 12:00:00 AM,13.091
9/05/1971 12:00:00 AM,12.37
10/05/1971 12:00:00 AM,12.847
11/05/1971 12:00:00 AM,12.25
12/05/1971 12:00:00 AM,12.131
13/05/1971 12:00:00 AM,11.908
14/05/1971 12:00:00 AM,10.464
15/05/1971 12:00:00 AM,9.52
16/05/1971 12:00:00 AM,8.731
17/05/1971 12:00:00 AM,8.07
18/05/1971 12:00:00 AM,7.976
19/05/1971 12:00:00 AM,8.169
20/05/1971 12:00:00 AM,9.427
21/05/1971 12:00:00 AM,10.24
22/05/1971 12:00:00 AM,10.453
23/05/1971 12:00:00 AM,11.466
24/05/1971 12:00:00 AM,13.994
25/05/1971 12:00:00 AM,15.817
26/05/1971 12:00:00 AM,15.137
27/05/1971 12:00:00 AM,13.973
28/05/1971 12:00:00 AM,12.375
29/05/1971 12:00:00 AM,12.375
30/05/1971 12:00:00 AM,13.598
31/05/1971 12:00:00 AM,12.152
1/06/1971 12:00:00 AM,10.791
2/06/1971 12:00:00 AM,11.908
3/06/1971 12:00:00 AM,12.017
4/06/1971 12:00:00 AM,11.118
5/06/1971 12:00:00 AM,9.832
6/06/1971 12:00:00 AM,10.349
7/06/1971 12:00:00 AM,10.998
8/06/1971 12:00:00 AM,10.248
9/06/1971 12:00:00 AM,8.922
10/06/1971 12:00:00 AM,9.054
11/06/1971 12:00:00 AM,10.858
12/06/1971 12:00:00 AM,11.208
13/06/1971 12:00:00 AM,10.214
14/06/1971 12:00:00 AM,9.53
15/06/1971 12:00:00 AM,11.625
16/06/1971 12:00:00 AM,14.082
17/06/1971 12:00:00 AM,13.492
18/06/1971 12:00:00 AM,12.515
19/06/1971 12:00:00 AM,11.071
20/06/1971 12:00:00 AM,9.39
21/06/1971 12:00:00 AM,8.722
22/06/1971 12:00:00 AM,8.284
23/06/1971 12:00:00 AM,7.976
24/06/1971 12:00:00 AM,7.976
25/06/1971 12:00:00 AM,7.976
26/06/1971 12:00:00 AM,7.97
27/06/1971 12:00:00 AM,7.164
28/06/1971 12:00:00 AM,6.597
29/06/1971 12:00:00 AM,6.595
30/06/1971 12:00:00 AM,6.225
1/07/1971 12:00:00 AM,5.965
2/07/1971 12:00:00 AM,5.968
3/07/1971 12:00:00 AM,6.423
4/07/1971 12:00:00 AM,6.86
5/07/1971 12:00:00 AM,6.593
6/07/1971 12:00:00 AM,6.213
7/07/1971 12:00:00 AM,5.965
8/07/1971 12:00:00 AM,5.965
9/07/1971 12:00:00 AM,5.969
10/07/1971 12:00:00 AM,6.349
11/07/1971 12:00:00 AM,6.597
12/07/1971 12:00:00 AM,6.593
13/07/1971 12:00:00 AM,6.213
14/07/1971 12:00:00 AM,5.965
15/07/1971 12:00:00 AM,5.949
16/07/1971 12:00:00 AM,6.483
17/07/1971 12:00:00 AM,17.072
18/07/1971 12:00:00 AM,40.128
19/07/1971 12:00:00 AM,40.941
20/07/1971 12:00:00 AM,23.78
21/07/1971 12:00:00 AM,17.507
22/07/1971 12:00:00 AM,15.509
23/07/1971 12:00:00 AM,14.742
24/07/1971 12:00:00 AM,14.429
25/07/1971 12:00:00 AM,14.17
26/07/1971 12:00:00 AM,13.921
27/07/1971 12:00:00 AM,13.694
28/07/1971 12:00:00 AM,13.219
29/07/1971 12:00:00 AM,12.494
30/07/1971 12:00:00 AM,10.723
31/07/1971 12:00:00 AM,10.348
1/08/1971 12:00:00 AM,10.344
2/08/1971 12:00:00 AM,10.197
3/08/1971 12:00:00 AM,8.992
4/08/1971 12:00:00 AM,8.657
5/08/1971 12:00:00 AM,8.167
6/08/1971 12:00:00 AM,8.534
7/08/1971 12:00:00 AM,8.1
8/08/1971 12:00:00 AM,7.976
9/08/1971 12:00:00 AM,7.976
10/08/1971 12:00:00 AM,7.976
11/08/1971 12:00:00 AM,8.053
12/08/1971 12:00:00 AM,9.038
13/08/1971 12:00:00 AM,10.908
14/08/1971 12:00:00 AM,12.612
15/08/1971 12:00:00 AM,15.143
16/08/1971 12:00:00 AM,21.025
17/08/1971 12:00:00 AM,28.58
18/08/1971 12:00:00 AM,23.042
19/08/1971 12:00:00 AM,16.715
20/08/1971 12:00:00 AM,12.721
21/08/1971 12:00:00 AM,11.537
22/08/1971 12:00:00 AM,15.216
23/08/1971 12:00:00 AM,17.042
24/08/1971 12:00:00 AM,39.816
25/08/1971 12:00:00 AM,33.131
26/08/1971 12:00:00 AM,23.82
27/08/1971 12:00:00 AM,18.126
28/08/1971 12:00:00 AM,14.921
29/08/1971 12:00:00 AM,12.834
30/08/1971 12:00:00 AM,11.337
31/08/1971 12:00:00 AM,11.216
1/09/1971 12:00:00 AM,11.561
2/09/1971 12:00:00 AM,14.675
3/09/1971 12:00:00 AM,14.118
4/09/1971 12:00:00 AM,17.533
5/09/1971 12:00:00 AM,24.906
6/09/1971 12:00:00 AM,37.356
7/09/1971 12:00:00 AM,30.508
8/09/1971 12:00:00 AM,24.263
9/09/1971 12:00:00 AM,19.64
10/09/1971 12:00:00 AM,16.209
11/09/1971 12:00:00 AM,14.222
12/09/1971 12:00:00 AM,13.113
13/09/1971 12:00:00 AM,12.082
14/09/1971 12:00:00 AM,11.39
15/09/1971 12:00:00 AM,11.366
16/09/1971 12:00:00 AM,11.743
17/09/1971 12:00:00 AM,15.319
18/09/1971 12:00:00 AM,15.18
19/09/1971 12:00:00 AM,24.969
20/09/1971 12:00:00 AM,34.312
21/09/1971 12:00:00 AM,26.994
22/09/1971 12:00:00 AM,20.957
23/09/1971 12:00:00 AM,16.859
24/09/1971 12:00:00 AM,14.157
25/09/1971 12:00:00 AM,12.693
26/09/1971 12:00:00 AM,11.053
27/09/1971 12:00:00 AM,10.108
28/09/1971 12:00:00 AM,8.836
29/09/1971 12:00:00 AM,7.957
30/09/1971 12:00:00 AM,7.761
1/10/1971 12:00:00 AM,7.101
2/10/1971 12:00:00 AM,6.385
3/10/1971 12:00:00 AM,5.713
4/10/1971 12:00:00 AM,5.084
5/10/1971 12:00:00 AM,4.564
6/10/1971 12:00:00 AM,4.423
7/10/1971 12:00:00 AM,4.013
8/10/1971 12:00:00 AM,3.882
9/10/1971 12:00:00 AM,3.503
10/10/1971 12:00:00 AM,3.382
11/10/1971 12:00:00 AM,3.034
12/10/1971 12:00:00 AM,3.054
13/10/1971 12:00:00 AM,4.971
14/10/1971 12:00:00 AM,3.94
15/10/1971 12:00:00 AM,3.439
16/10/1971 12:00:00 AM,3.439
17/10/1971 12:00:00 AM,3.439
18/10/1971 12:00:00 AM,5.046
19/10/1971 12:00:00 AM,8.787
20/10/1971 12:00:00 AM,7.874
21/10/1971 12:00:00 AM,7.319
22/10/1971 12:00:00 AM,6.15
23/10/1971 12:00:00 AM,6.411
24/10/1971 12:00:00 AM,7.605
25/10/1971 12:00:00 AM,6.624
26/10/1971 12:00:00 AM,5.326
27/10/1971 12:00:00 AM,4.585
28/10/1971 12:00:00 AM,4.034
29/10/1971 12:00:00 AM,3.523
30/10/1971 12:00:00 AM,3.051
31/10/1971 12:00:00 AM,2.619
1/11/1971 12:00:00 AM,2.266
2/11/1971 12:00:00 AM,2.486
3/11/1971 12:00:00 AM,2.881
4/11/1971 12:00:00 AM,2.951
5/11/1971 12:00:00 AM,2.643
6/11/1971 12:00:00 AM,2.526
7/11/1971 12:00:00 AM,2.245
8/11/1971 12:00:00 AM,2.158
9/11/1971 12:00:00 AM,2.003
10/11/1971 12:00:00 AM,1.143
11/11/1971 12:00:00 AM,2.019
12/11/1971 12:00:00 AM,2.495
13/11/1971 12:00:00 AM,2.597
14/11/1971 12:00:00 AM,2.868
15/11/1971 12:00:00 AM,2.407
16/11/1971 12:00:00 AM,1.042
17/11/1971 12:00:00 AM,0.804
18/11/1971 12:00:00 AM,0.804
19/11/1971 12:00:00 AM,0.804
20/11/1971 12:00:00 AM,0.744
21/11/1971 12:00:00 AM,0.317
22/11/1971 12:00:00 AM,0.038
23/11/1971 12:00:00 AM,0
24/11/1971 12:00:00 AM,0
25/11/1971 12:00:00 AM,0
26/11/1971 12:00:00 AM,0
27/11/1971 12:00:00 AM,0
28/11/1971 12:00:00 AM,0.055
29/11/1971 12:00:00 AM,0.748
30/11/1971 12:00:00 AM,0.804
1/12/1971 12:00:00 AM,9.869
2/12/1971 12:00:00 AM,69.202
3/12/1971 12:00:00 AM,35.392
4/12/1971 12:00:00 AM,21.466
5/12/1971 12:00:00 AM,13.648
6/12/1971 12:00:00 AM,9.412
7/12/1971 12:00:00 AM,6.379
8/12/1971 12:00:00 AM,4.645
9/12/1971 12:00:00 AM,3.785
10/12/1971 12:00:00 AM,3.012
11/12/1971 12:00:00 AM,2.349
12/12/1971 12:00:00 AM,2.16
13/12/1971 12:00:00 AM,2.161
14/12/1971 12:00:00 AM,2.495
15/12/1971 12:00:00 AM,3.242
16/12/1971 12:00:00 AM,1.796
17/12/1971 12:00:00 AM,3.132
18/12/1971 12:00:00 AM,11.767
19/12/1971 12:00:00 AM,9.686
20/12/1971 12:00:00 AM,6.343
21/12/1971 12:00:00 AM,4.699
22/12/1971 12:00:00 AM,4.047
23/12/1971 12:00:00 AM,3.503
24/12/1971 12:00:00 AM,3.004
25/12/1971 12:00:00 AM,2.549
26/12/1971 12:00:00 AM,2.198
27/12/1971 12:00:00 AM,2.919
28/12/1971 12:00:00 AM,4.701
29/12/1971 12:00:00 AM,4.123
30/12/1971 12:00:00 AM,4.669
31/12/1971 12:00:00 AM,6.596
1/01/1972 12:00:00 AM,7.814
2/01/1972 12:00:00 AM,9.262
3/01/1972 12:00:00 AM,7.481
4/01/1972 12:00:00 AM,5.45
5/01/1972 12:00:00 AM,5.255
6/01/1972 12:00:00 AM,4.716
7/01/1972 12:00:00 AM,4.069
8/01/1972 12:00:00 AM,3.107
9/01/1972 12:00:00 AM,2.165
10/01/1972 12:00:00 AM,1.065
11/01/1972 12:00:00 AM,0.868
12/01/1972 12:00:00 AM,0.868
13/01/1972 12:00:00 AM,0.868
14/01/1972 12:00:00 AM,0.868
15/01/1972 12:00:00 AM,2.343
16/01/1972 12:00:00 AM,8.913
17/01/1972 12:00:00 AM,466.914
18/01/1972 12:00:00 AM,196.208
19/01/1972 12:00:00 AM,106.87
20/01/1972 12:00:00 AM,118.69
21/01/1972 12:00:00 AM,190.96
22/01/1972 12:00:00 AM,78.638
23/01/1972 12:00:00 AM,59.314
24/01/1972 12:00:00 AM,339.533
25/01/1972 12:00:00 AM,245.829
26/01/1972 12:00:00 AM,436.064
27/01/1972 12:00:00 AM,990.339
28/01/1972 12:00:00 AM,318.409
29/01/1972 12:00:00 AM,929.739
30/01/1972 12:00:00 AM,706.537
31/01/1972 12:00:00 AM,283.319
1/02/1972 12:00:00 AM,156.87
2/02/1972 12:00:00 AM,102.077
3/02/1972 12:00:00 AM,79.639
4/02/1972 12:00:00 AM,66.302
5/02/1972 12:00:00 AM,57.259
6/02/1972 12:00:00 AM,49.439
7/02/1972 12:00:00 AM,42.123
8/02/1972 12:00:00 AM,37.865
9/02/1972 12:00:00 AM,35.441
10/02/1972 12:00:00 AM,32.113
11/02/1972 12:00:00 AM,29.605
12/02/1972 12:00:00 AM,64.734
13/02/1972 12:00:00 AM,66.965
14/02/1972 12:00:00 AM,112.556
15/02/1972 12:00:00 AM,127.155
16/02/1972 12:00:00 AM,83.282
17/02/1972 12:00:00 AM,62.703
18/02/1972 12:00:00 AM,52.943
19/02/1972 12:00:00 AM,51.703
20/02/1972 12:00:00 AM,54.329
21/02/1972 12:00:00 AM,57.222
22/02/1972 12:00:00 AM,46.549
23/02/1972 12:00:00 AM,37.774
24/02/1972 12:00:00 AM,31.87
25/02/1972 12:00:00 AM,27.33
26/02/1972 12:00:00 AM,24.175
27/02/1972 12:00:00 AM,21.268
28/02/1972 12:00:00 AM,19
29/02/1972 12:00:00 AM,17.694
1/03/1972 12:00:00 AM,16.461
2/03/1972 12:00:00 AM,15.281
3/03/1972 12:00:00 AM,13.796
4/03/1972 12:00:00 AM,10.653
5/03/1972 12:00:00 AM,9.915
6/03/1972 12:00:00 AM,8.09
7/03/1972 12:00:00 AM,7.856
8/03/1972 12:00:00 AM,10.857
9/03/1972 12:00:00 AM,9.42
10/03/1972 12:00:00 AM,8.058
11/03/1972 12:00:00 AM,9.555
12/03/1972 12:00:00 AM,16.735
13/03/1972 12:00:00 AM,18.103
14/03/1972 12:00:00 AM,16.71
15/03/1972 12:00:00 AM,14.797
16/03/1972 12:00:00 AM,14.367
17/03/1972 12:00:00 AM,13.77
18/03/1972 12:00:00 AM,11.162
19/03/1972 12:00:00 AM,8.902
20/03/1972 12:00:00 AM,8.571
21/03/1972 12:00:00 AM,7.966
22/03/1972 12:00:00 AM,7.949
23/03/1972 12:00:00 AM,8.554
24/03/1972 12:00:00 AM,49.976
25/03/1972 12:00:00 AM,94.9
26/03/1972 12:00:00 AM,58.005
27/03/1972 12:00:00 AM,42.375
28/03/1972 12:00:00 AM,34.426
29/03/1972 12:00:00 AM,28.927
30/03/1972 12:00:00 AM,24.972
31/03/1972 12:00:00 AM,21.253
1/04/1972 12:00:00 AM,18.673
2/04/1972 12:00:00 AM,21.823
3/04/1972 12:00:00 AM,703.217
4/04/1972 12:00:00 AM,278.425
5/04/1972 12:00:00 AM,171.894
6/04/1972 12:00:00 AM,99.4
7/04/1972 12:00:00 AM,64.861
8/04/1972 12:00:00 AM,47.706
9/04/1972 12:00:00 AM,41.529
10/04/1972 12:00:00 AM,38.843
11/04/1972 12:00:00 AM,33.835
12/04/1972 12:00:00 AM,29.856
13/04/1972 12:00:00 AM,25.376
14/04/1972 12:00:00 AM,22.024
15/04/1972 12:00:00 AM,18.448
16/04/1972 12:00:00 AM,16.71
17/04/1972 12:00:00 AM,14.66
18/04/1972 12:00:00 AM,13.29
19/04/1972 12:00:00 AM,11.503
20/04/1972 12:00:00 AM,10.536
21/04/1972 12:00:00 AM,10.304
22/04/1972 12:00:00 AM,9.522
23/04/1972 12:00:00 AM,8.669
24/04/1972 12:00:00 AM,7.957
25/04/1972 12:00:00 AM,7.772
26/04/1972 12:00:00 AM,7.182
27/04/1972 12:00:00 AM,6.523
28/04/1972 12:00:00 AM,6.292
29/04/1972 12:00:00 AM,5.263
30/04/1972 12:00:00 AM,4.139
1/05/1972 12:00:00 AM,3.737
2/05/1972 12:00:00 AM,3.831
3/05/1972 12:00:00 AM,3.439
4/05/1972 12:00:00 AM,3.434
5/05/1972 12:00:00 AM,3.152
6/05/1972 12:00:00 AM,3.265
7/05/1972 12:00:00 AM,3.439
8/05/1972 12:00:00 AM,3.439
9/05/1972 12:00:00 AM,3.443
10/05/1972 12:00:00 AM,3.766
11/05/1972 12:00:00 AM,4.291
12/05/1972 12:00:00 AM,4.49
13/05/1972 12:00:00 AM,4.496
14/05/1972 12:00:00 AM,4.862
15/05/1972 12:00:00 AM,5.075
16/05/1972 12:00:00 AM,5.056
17/05/1972 12:00:00 AM,4.518
18/05/1972 12:00:00 AM,4.49
19/05/1972 12:00:00 AM,4.421
20/05/1972 12:00:00 AM,4.012
21/05/1972 12:00:00 AM,3.944
22/05/1972 12:00:00 AM,3.944
23/05/1972 12:00:00 AM,3.944
24/05/1972 12:00:00 AM,3.944
25/05/1972 12:00:00 AM,3.881
26/05/1972 12:00:00 AM,3.502
27/05/1972 12:00:00 AM,3.439
28/05/1972 12:00:00 AM,3.439
29/05/1972 12:00:00 AM,3.439
30/05/1972 12:00:00 AM,3.439
31/05/1972 12:00:00 AM,3.439
1/06/1972 12:00:00 AM,3.381
2/06/1972 12:00:00 AM,3.033
3/06/1972 12:00:00 AM,2.975
4/06/1972 12:00:00 AM,2.975
5/06/1972 12:00:00 AM,2.975
6/06/1972 12:00:00 AM,2.975
7/06/1972 12:00:00 AM,2.921
8/06/1972 12:00:00 AM,2.602
9/06/1972 12:00:00 AM,2.548
10/06/1972 12:00:00 AM,2.548
11/06/1972 12:00:00 AM,2.499
12/06/1972 12:00:00 AM,2.207
13/06/1972 12:00:00 AM,2.158
14/06/1972 12:00:00 AM,2.158
15/06/1972 12:00:00 AM,2.158
16/06/1972 12:00:00 AM,2.158
17/06/1972 12:00:00 AM,2.158
18/06/1972 12:00:00 AM,2.158
19/06/1972 12:00:00 AM,2.026
20/06/1972 12:00:00 AM,0.681
21/06/1972 12:00:00 AM,0.664
22/06/1972 12:00:00 AM,0.36
23/06/1972 12:00:00 AM,0.054
24/06/1972 12:00:00 AM,0
25/06/1972 12:00:00 AM,0
26/06/1972 12:00:00 AM,0
27/06/1972 12:00:00 AM,0
28/06/1972 12:00:00 AM,0
29/06/1972 12:00:00 AM,0
30/06/1972 12:00:00 AM,0
1/07/1972 12:00:00 AM,0
2/07/1972 12:00:00 AM,0
3/07/1972 12:00:00 AM,0
4/07/1972 12:00:00 AM,0.068
5/07/1972 12:00:00 AM,0.743
6/07/1972 12:00:00 AM,2.338
7/07/1972 12:00:00 AM,3.707
8/07/1972 12:00:00 AM,4.577
9/07/1972 12:00:00 AM,5.076
10/07/1972 12:00:00 AM,5.551
11/07/1972 12:00:00 AM,6.728
12/07/1972 12:00:00 AM,8.308
13/07/1972 12:00:00 AM,8.48
14/07/1972 12:00:00 AM,4.622
15/07/1972 12:00:00 AM,1.99
16/07/1972 12:00:00 AM,0
17/07/1972 12:00:00 AM,0
18/07/1972 12:00:00 AM,0.066
19/07/1972 12:00:00 AM,0.15
20/07/1972 12:00:00 AM,0.232
21/07/1972 12:00:00 AM,0.075
22/07/1972 12:00:00 AM,0.027
23/07/1972 12:00:00 AM,0.01
24/07/1972 12:00:00 AM,1.045
25/07/1972 12:00:00 AM,1.96
26/07/1972 12:00:00 AM,1.734
27/07/1972 12:00:00 AM,1.654
28/07/1972 12:00:00 AM,1.198
29/07/1972 12:00:00 AM,1.199
30/07/1972 12:00:00 AM,1.734
31/07/1972 12:00:00 AM,1.654
1/08/1972 12:00:00 AM,1.443
2/08/1972 12:00:00 AM,0.693
3/08/1972 12:00:00 AM,0.601
4/08/1972 12:00:00 AM,0.801
5/08/1972 12:00:00 AM,1.689
6/08/1972 12:00:00 AM,0.971
7/08/1972 12:00:00 AM,0.962
8/08/1972 12:00:00 AM,0.751
9/08/1972 12:00:00 AM,0.601
10/08/1972 12:00:00 AM,0.626
11/08/1972 12:00:00 AM,1.023
12/08/1972 12:00:00 AM,0.751
13/08/1972 12:00:00 AM,0.588
14/08/1972 12:00:00 AM,0.366
15/08/1972 12:00:00 AM,0.287
16/08/1972 12:00:00 AM,0.301
17/08/1972 12:00:00 AM,0.509
18/08/1972 12:00:00 AM,0.366
19/08/1972 12:00:00 AM,0.287
20/08/1972 12:00:00 AM,0.287
21/08/1972 12:00:00 AM,0.281
22/08/1972 12:00:00 AM,0.177
23/08/1972 12:00:00 AM,0.248
24/08/1972 12:00:00 AM,0.287
25/08/1972 12:00:00 AM,0.287
26/08/1972 12:00:00 AM,0.287
27/08/1972 12:00:00 AM,0.287
28/08/1972 12:00:00 AM,0.287
29/08/1972 12:00:00 AM,0.287
30/08/1972 12:00:00 AM,0.287
31/08/1972 12:00:00 AM,0.281
1/09/1972 12:00:00 AM,0.171
2/09/1972 12:00:00 AM,0.131
3/09/1972 12:00:00 AM,0.131
4/09/1972 12:00:00 AM,0.131
5/09/1972 12:00:00 AM,0.131
6/09/1972 12:00:00 AM,0.131
7/09/1972 12:00:00 AM,0.131
8/09/1972 12:00:00 AM,0.125
9/09/1972 12:00:00 AM,0.035
10/09/1972 12:00:00 AM,0.026
11/09/1972 12:00:00 AM,0.058
12/09/1972 12:00:00 AM,0.091
13/09/1972 12:00:00 AM,0.117
14/09/1972 12:00:00 AM,0.033
15/09/1972 12:00:00 AM,0
16/09/1972 12:00:00 AM,0
17/09/1972 12:00:00 AM,0
18/09/1972 12:00:00 AM,0
19/09/1972 12:00:00 AM,0
20/09/1972 12:00:00 AM,0
21/09/1972 12:00:00 AM,0
22/09/1972 12:00:00 AM,0
23/09/1972 12:00:00 AM,0
24/09/1972 12:00:00 AM,0
25/09/1972 12:00:00 AM,0
26/09/1972 12:00:00 AM,0
27/09/1972 12:00:00 AM,0
28/09/1972 12:00:00 AM,0
29/09/1972 12:00:00 AM,0
30/09/1972 12:00:00 AM,0
1/10/1972 12:00:00 AM,0.356
2/10/1972 12:00:00 AM,0.283
3/10/1972 12:00:00 AM,0.119
4/10/1972 12:00:00 AM,0.01
5/10/1972 12:00:00 AM,0
6/10/1972 12:00:00 AM,0
7/10/1972 12:00:00 AM,0
8/10/1972 12:00:00 AM,0
9/10/1972 12:00:00 AM,0
10/10/1972 12:00:00 AM,0
11/10/1972 12:00:00 AM,0
12/10/1972 12:00:00 AM,0
13/10/1972 12:00:00 AM,0
14/10/1972 12:00:00 AM,0
15/10/1972 12:00:00 AM,0
16/10/1972 12:00:00 AM,0
17/10/1972 12:00:00 AM,0.752
18/10/1972 12:00:00 AM,638.602
19/10/1972 12:00:00 AM,1137.358
20/10/1972 12:00:00 AM,678.622
21/10/1972 12:00:00 AM,223.427
22/10/1972 12:00:00 AM,157.906
23/10/1972 12:00:00 AM,98.601
24/10/1972 12:00:00 AM,43.574
25/10/1972 12:00:00 AM,25.914
26/10/1972 12:00:00 AM,58.829
27/10/1972 12:00:00 AM,2069.133
28/10/1972 12:00:00 AM,3632.875
29/10/1972 12:00:00 AM,23695.103
30/10/1972 12:00:00 AM,6099.585
31/10/1972 12:00:00 AM,1758.038
1/11/1972 12:00:00 AM,654.272
2/11/1972 12:00:00 AM,399.648
3/11/1972 12:00:00 AM,290.388
4/11/1972 12:00:00 AM,203.744
5/11/1972 12:00:00 AM,144.632
6/11/1972 12:00:00 AM,1385.78
7/11/1972 12:00:00 AM,3162.467
8/11/1972 12:00:00 AM,772.868
9/11/1972 12:00:00 AM,275.774
10/11/1972 12:00:00 AM,866.187
11/11/1972 12:00:00 AM,1711.876
12/11/1972 12:00:00 AM,3706.487
13/11/1972 12:00:00 AM,2549.659
14/11/1972 12:00:00 AM,1043.501
15/11/1972 12:00:00 AM,515.553
16/11/1972 12:00:00 AM,318.596
17/11/1972 12:00:00 AM,232.235
18/11/1972 12:00:00 AM,174.724
19/11/1972 12:00:00 AM,134.067
20/11/1972 12:00:00 AM,115.131
21/11/1972 12:00:00 AM,103.534
22/11/1972 12:00:00 AM,82.624
23/11/1972 12:00:00 AM,66.62
24/11/1972 12:00:00 AM,56.995
25/11/1972 12:00:00 AM,50.944
26/11/1972 12:00:00 AM,49.084
27/11/1972 12:00:00 AM,57.611
28/11/1972 12:00:00 AM,268.314
29/11/1972 12:00:00 AM,166.656
30/11/1972 12:00:00 AM,80.045
1/12/1972 12:00:00 AM,52.289
2/12/1972 12:00:00 AM,39.666
3/12/1972 12:00:00 AM,35.749
4/12/1972 12:00:00 AM,36.981
5/12/1972 12:00:00 AM,73.864
6/12/1972 12:00:00 AM,38.088
7/12/1972 12:00:00 AM,27.31
8/12/1972 12:00:00 AM,23.696
9/12/1972 12:00:00 AM,24.523
10/12/1972 12:00:00 AM,1017.584
11/12/1972 12:00:00 AM,1805.557
12/12/1972 12:00:00 AM,476.371
13/12/1972 12:00:00 AM,266.638
14/12/1972 12:00:00 AM,182.963
15/12/1972 12:00:00 AM,134.975
16/12/1972 12:00:00 AM,105.644
17/12/1972 12:00:00 AM,85.461
18/12/1972 12:00:00 AM,73.507
19/12/1972 12:00:00 AM,66.866
20/12/1972 12:00:00 AM,57.624
21/12/1972 12:00:00 AM,49.293
22/12/1972 12:00:00 AM,44.364
23/12/1972 12:00:00 AM,40.148
24/12/1972 12:00:00 AM,36.22
25/12/1972 12:00:00 AM,33.064
26/12/1972 12:00:00 AM,31.832
27/12/1972 12:00:00 AM,33.41
28/12/1972 12:00:00 AM,34.222
29/12/1972 12:00:00 AM,36.747
30/12/1972 12:00:00 AM,105.207
31/12/1972 12:00:00 AM,92.068
1/01/1973 12:00:00 AM,51.17
2/01/1973 12:00:00 AM,65.978
3/01/1973 12:00:00 AM,72.923
4/01/1973 12:00:00 AM,43.093
5/01/1973 12:00:00 AM,33.892
6/01/1973 12:00:00 AM,29.076
