Date,FilledLI145012A
5/04/1967 12:00:00 AM,36.937
6/04/1967 12:00:00 AM,36.474
7/04/1967 12:00:00 AM,36.253
8/04/1967 12:00:00 AM,34.714
9/04/1967 12:00:00 AM,33.416
10/04/1967 12:00:00 AM,34.493
11/04/1967 12:00:00 AM,34.708
12/04/1967 12:00:00 AM,34.708
13/04/1967 12:00:00 AM,34.708
14/04/1967 12:00:00 AM,34.284
15/04/1967 12:00:00 AM,31.739
16/04/1967 12:00:00 AM,30.916
17/04/1967 12:00:00 AM,28.335
18/04/1967 12:00:00 AM,26.615
19/04/1967 12:00:00 AM,25.33
20/04/1967 12:00:00 AM,24.97
21/04/1967 12:00:00 AM,23.734
22/04/1967 12:00:00 AM,22.364
23/04/1967 12:00:00 AM,21.041
24/04/1967 12:00:00 AM,19.92
25/04/1967 12:00:00 AM,19.607
26/04/1967 12:00:00 AM,18.689
27/04/1967 12:00:00 AM,18.388
28/04/1967 12:00:00 AM,17.502
29/04/1967 12:00:00 AM,17.212
30/04/1967 12:00:00 AM,16.361
1/05/1967 12:00:00 AM,16.083
2/05/1967 12:00:00 AM,15.268
3/05/1967 12:00:00 AM,15.132
4/05/1967 12:00:00 AM,15.001
5/05/1967 12:00:00 AM,14.484
6/05/1967 12:00:00 AM,18.484
7/05/1967 12:00:00 AM,33.942
8/05/1967 12:00:00 AM,36.038
9/05/1967 12:00:00 AM,33.213
10/05/1967 12:00:00 AM,31.125
11/05/1967 12:00:00 AM,28.335
12/05/1967 12:00:00 AM,26.437
13/05/1967 12:00:00 AM,23.917
14/05/1967 12:00:00 AM,22.205
15/05/1967 12:00:00 AM,20.085
16/05/1967 12:00:00 AM,19.76
17/05/1967 12:00:00 AM,19.76
18/05/1967 12:00:00 AM,19.76
19/05/1967 12:00:00 AM,19.76
20/05/1967 12:00:00 AM,19.76
21/05/1967 12:00:00 AM,19.607
22/05/1967 12:00:00 AM,18.689
23/05/1967 12:00:00 AM,17.979
24/05/1967 12:00:00 AM,14.643
25/05/1967 12:00:00 AM,14.087
26/05/1967 12:00:00 AM,13.962
27/05/1967 12:00:00 AM,13.211
28/05/1967 12:00:00 AM,13.085
29/05/1967 12:00:00 AM,13.085
30/05/1967 12:00:00 AM,13.085
31/05/1967 12:00:00 AM,13.085
1/06/1967 12:00:00 AM,12.966
2/06/1967 12:00:00 AM,12.25
3/06/1967 12:00:00 AM,12.131
4/06/1967 12:00:00 AM,12.131
5/06/1967 12:00:00 AM,12.131
6/06/1967 12:00:00 AM,12.642
7/06/1967 12:00:00 AM,17.196
8/06/1967 12:00:00 AM,29.152
9/06/1967 12:00:00 AM,56.102
10/06/1967 12:00:00 AM,466.2
11/06/1967 12:00:00 AM,915.47
12/06/1967 12:00:00 AM,5286.342
13/06/1967 12:00:00 AM,4950.983
14/06/1967 12:00:00 AM,3570.775
15/06/1967 12:00:00 AM,1885.428
16/06/1967 12:00:00 AM,783.413
17/06/1967 12:00:00 AM,230.647
18/06/1967 12:00:00 AM,65.673
19/06/1967 12:00:00 AM,21.852
20/06/1967 12:00:00 AM,10.575
21/06/1967 12:00:00 AM,288.783
22/06/1967 12:00:00 AM,1728.648
23/06/1967 12:00:00 AM,2497.13
24/06/1967 12:00:00 AM,1251.827
25/06/1967 12:00:00 AM,539.92
26/06/1967 12:00:00 AM,1422.434
27/06/1967 12:00:00 AM,1921.664
28/06/1967 12:00:00 AM,988.12
29/06/1967 12:00:00 AM,644.301
30/06/1967 12:00:00 AM,517.265
1/07/1967 12:00:00 AM,356.383
2/07/1967 12:00:00 AM,268.459
3/07/1967 12:00:00 AM,218.436
4/07/1967 12:00:00 AM,187.372
5/07/1967 12:00:00 AM,149.473
6/07/1967 12:00:00 AM,124.329
7/07/1967 12:00:00 AM,106.829
8/07/1967 12:00:00 AM,97.201
9/07/1967 12:00:00 AM,95.966
10/07/1967 12:00:00 AM,95.182
11/07/1967 12:00:00 AM,90.475
12/07/1967 12:00:00 AM,89.691
13/07/1967 12:00:00 AM,89.31
14/07/1967 12:00:00 AM,86.651
15/07/1967 12:00:00 AM,82.286
16/07/1967 12:00:00 AM,70.786
17/07/1967 12:00:00 AM,64.542
18/07/1967 12:00:00 AM,59.606
19/07/1967 12:00:00 AM,54.901
20/07/1967 12:00:00 AM,50.686
21/07/1967 12:00:00 AM,48.248
22/07/1967 12:00:00 AM,45.91
23/07/1967 12:00:00 AM,42.623
24/07/1967 12:00:00 AM,42.623
25/07/1967 12:00:00 AM,46.456
26/07/1967 12:00:00 AM,51.801
27/07/1967 12:00:00 AM,55.769
28/07/1967 12:00:00 AM,76.996
29/07/1967 12:00:00 AM,91.1
30/07/1967 12:00:00 AM,76.073
31/07/1967 12:00:00 AM,62.195
1/08/1967 12:00:00 AM,51.317
2/08/1967 12:00:00 AM,46.179
3/08/1967 12:00:00 AM,42.146
4/08/1967 12:00:00 AM,38.55
5/08/1967 12:00:00 AM,38.116
6/08/1967 12:00:00 AM,425.913
7/08/1967 12:00:00 AM,1815.988
8/08/1967 12:00:00 AM,491.369
9/08/1967 12:00:00 AM,232.683
10/08/1967 12:00:00 AM,162.242
11/08/1967 12:00:00 AM,128.733
12/08/1967 12:00:00 AM,106.133
13/08/1967 12:00:00 AM,87.95
14/08/1967 12:00:00 AM,78.992
15/08/1967 12:00:00 AM,77.207
16/08/1967 12:00:00 AM,72.72
17/08/1967 12:00:00 AM,69.373
18/08/1967 12:00:00 AM,64.844
19/08/1967 12:00:00 AM,61.431
20/08/1967 12:00:00 AM,55.207
21/08/1967 12:00:00 AM,50.686
22/08/1967 12:00:00 AM,47.743
23/08/1967 12:00:00 AM,42.642
24/08/1967 12:00:00 AM,40.189
25/08/1967 12:00:00 AM,38.308
26/08/1967 12:00:00 AM,36.266
27/08/1967 12:00:00 AM,33.213
28/08/1967 12:00:00 AM,31.125
29/08/1967 12:00:00 AM,28.335
30/08/1967 12:00:00 AM,26.797
31/08/1967 12:00:00 AM,26.425
1/09/1967 12:00:00 AM,25.153
2/09/1967 12:00:00 AM,23.905
3/09/1967 12:00:00 AM,23.557
4/09/1967 12:00:00 AM,22.529
5/09/1967 12:00:00 AM,22.193
6/09/1967 12:00:00 AM,21.041
7/09/1967 12:00:00 AM,19.92
8/09/1967 12:00:00 AM,19.607
9/09/1967 12:00:00 AM,18.689
10/09/1967 12:00:00 AM,18.535
11/09/1967 12:00:00 AM,18.388
12/09/1967 12:00:00 AM,17.502
13/09/1967 12:00:00 AM,17.502
14/09/1967 12:00:00 AM,18.388
15/09/1967 12:00:00 AM,18.388
16/09/1967 12:00:00 AM,16.901
17/09/1967 12:00:00 AM,13.148
18/09/1967 12:00:00 AM,12.44
19/09/1967 12:00:00 AM,11.694
20/09/1967 12:00:00 AM,10.87
21/09/1967 12:00:00 AM,10.275
22/09/1967 12:00:00 AM,10.669
23/09/1967 12:00:00 AM,10.177
24/09/1967 12:00:00 AM,10.078
25/09/1967 12:00:00 AM,10.078
26/09/1967 12:00:00 AM,10.078
27/09/1967 12:00:00 AM,9.984
28/09/1967 12:00:00 AM,9.422
29/09/1967 12:00:00 AM,9.239
30/09/1967 12:00:00 AM,8.701
1/10/1967 12:00:00 AM,8.893
2/10/1967 12:00:00 AM,11.023
3/10/1967 12:00:00 AM,13.711
4/10/1967 12:00:00 AM,12.566
5/10/1967 12:00:00 AM,10.978
6/10/1967 12:00:00 AM,10.083
7/10/1967 12:00:00 AM,9.422
8/10/1967 12:00:00 AM,9.239
9/10/1967 12:00:00 AM,8.701
10/10/1967 12:00:00 AM,8.611
11/10/1967 12:00:00 AM,8.794
12/10/1967 12:00:00 AM,9.801
13/10/1967 12:00:00 AM,9.332
14/10/1967 12:00:00 AM,8.701
15/10/1967 12:00:00 AM,8.526
16/10/1967 12:00:00 AM,8.013
17/10/1967 12:00:00 AM,7.928
18/10/1967 12:00:00 AM,7.928
19/10/1967 12:00:00 AM,7.928
20/10/1967 12:00:00 AM,7.928
21/10/1967 12:00:00 AM,7.928
22/10/1967 12:00:00 AM,7.928
23/10/1967 12:00:00 AM,7.928
24/10/1967 12:00:00 AM,7.928
25/10/1967 12:00:00 AM,7.928
26/10/1967 12:00:00 AM,8.013
27/10/1967 12:00:00 AM,8.392
28/10/1967 12:00:00 AM,8.018
29/10/1967 12:00:00 AM,10.226
30/10/1967 12:00:00 AM,12.478
31/10/1967 12:00:00 AM,13.435
1/11/1967 12:00:00 AM,13.435
2/11/1967 12:00:00 AM,12.779
3/11/1967 12:00:00 AM,12.565
4/11/1967 12:00:00 AM,11.836
5/11/1967 12:00:00 AM,11.13
6/11/1967 12:00:00 AM,10.934
7/11/1967 12:00:00 AM,10.361
8/11/1967 12:00:00 AM,10.266
9/11/1967 12:00:00 AM,13.801
10/11/1967 12:00:00 AM,35.647
11/11/1967 12:00:00 AM,41.231
12/11/1967 12:00:00 AM,30.341
13/11/1967 12:00:00 AM,22.326
14/11/1967 12:00:00 AM,17.502
15/11/1967 12:00:00 AM,13.619
16/11/1967 12:00:00 AM,10.676
17/11/1967 12:00:00 AM,10.174
18/11/1967 12:00:00 AM,9.539
19/11/1967 12:00:00 AM,8.688
20/11/1967 12:00:00 AM,7.257
21/11/1967 12:00:00 AM,7.395
22/11/1967 12:00:00 AM,6.95
23/11/1967 12:00:00 AM,6.383
24/11/1967 12:00:00 AM,5.909
25/11/1967 12:00:00 AM,5.842
26/11/1967 12:00:00 AM,5.779
27/11/1967 12:00:00 AM,5.338
28/11/1967 12:00:00 AM,4.861
29/11/1967 12:00:00 AM,4.464
30/11/1967 12:00:00 AM,4.464
1/12/1967 12:00:00 AM,4.861
2/12/1967 12:00:00 AM,5.275
3/12/1967 12:00:00 AM,10.121
4/12/1967 12:00:00 AM,36.132
5/12/1967 12:00:00 AM,25.106
6/12/1967 12:00:00 AM,23.965
7/12/1967 12:00:00 AM,16.773
8/12/1967 12:00:00 AM,10.691
9/12/1967 12:00:00 AM,7.81
10/12/1967 12:00:00 AM,6.95
11/12/1967 12:00:00 AM,6.382
12/12/1967 12:00:00 AM,5.845
13/12/1967 12:00:00 AM,5.398
14/12/1967 12:00:00 AM,5.334
15/12/1967 12:00:00 AM,5.334
16/12/1967 12:00:00 AM,5.275
17/12/1967 12:00:00 AM,4.917
18/12/1967 12:00:00 AM,4.801
19/12/1967 12:00:00 AM,4.643
20/12/1967 12:00:00 AM,5.54
21/12/1967 12:00:00 AM,4.871
22/12/1967 12:00:00 AM,4.147
23/12/1967 12:00:00 AM,4.355
24/12/1967 12:00:00 AM,4.355
25/12/1967 12:00:00 AM,4.038
26/12/1967 12:00:00 AM,3.935
27/12/1967 12:00:00 AM,3.592
28/12/1967 12:00:00 AM,3.267
29/12/1967 12:00:00 AM,3.22
30/12/1967 12:00:00 AM,3.22
31/12/1967 12:00:00 AM,3.177
1/01/1968 12:00:00 AM,3.008
2/01/1968 12:00:00 AM,3.549
3/01/1968 12:00:00 AM,3.935
4/01/1968 12:00:00 AM,3.985
5/01/1968 12:00:00 AM,4.038
6/01/1968 12:00:00 AM,4.355
7/01/1968 12:00:00 AM,4.407
8/01/1968 12:00:00 AM,4.523
9/01/1968 12:00:00 AM,6.135
10/01/1968 12:00:00 AM,10.32
11/01/1968 12:00:00 AM,679.585
12/01/1968 12:00:00 AM,5315.867
13/01/1968 12:00:00 AM,14427.63
14/01/1968 12:00:00 AM,8341.817
15/01/1968 12:00:00 AM,3496.094
16/01/1968 12:00:00 AM,1915.132
17/01/1968 12:00:00 AM,942.269
18/01/1968 12:00:00 AM,683.654
19/01/1968 12:00:00 AM,507.903
20/01/1968 12:00:00 AM,363.912
21/01/1968 12:00:00 AM,255.962
22/01/1968 12:00:00 AM,215.756
23/01/1968 12:00:00 AM,202.079
24/01/1968 12:00:00 AM,175.582
25/01/1968 12:00:00 AM,142.068
26/01/1968 12:00:00 AM,119.605
27/01/1968 12:00:00 AM,251.33
28/01/1968 12:00:00 AM,209.872
29/01/1968 12:00:00 AM,158.857
30/01/1968 12:00:00 AM,139.182
31/01/1968 12:00:00 AM,118.228
1/02/1968 12:00:00 AM,105.677
2/02/1968 12:00:00 AM,95.307
3/02/1968 12:00:00 AM,85.916
4/02/1968 12:00:00 AM,76.413
5/02/1968 12:00:00 AM,53.444
