"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","g8",0.426014760525484,0.015152,0.019844454012868,0.17404,0.473349733917204,0.0220493933476311
"value9","g7",0.0142487961736765,0.13473,0.0156165922341358,0.18364,0.0178109952170957,0.0195207402926697
"value8","g4",0.00281794274180206,0.19339,0.00163218487858994,0.2688,0.00704485685450514,0.00408046219647484
"value7","FGR",0,1,0,1,0,0
"value6","richness",0.012259922124136,0.14026,0.0107154510783398,0.1985,0.0178109952170957,0.0188224361218522
"value5","nbsp",0.00221951284774442,0.20183,5.20160715099114e-05,0.38194,0.00704485685450514,0.000173386905033038
"value4","FRic",3.65606505356013e-06,0.40325,2.60359288843487e-06,0.46594,1.82803252678006e-05,1.30179644421744e-05
"value3","FDiv",0.00440415833361001,0.17745,0.0131757052852965,0.19038,0.00880831666722003,0.0188224361218522
"value2","site",0.861381285541698,0.00073439,0.044122517504216,0.14121,0.861381285541698,0.044122517504216
"value1","CVAnnLSMeanDur",0.0133461349113712,0.13714,0.0130724976484649,0.19069,0.0178109952170957,0.0188224361218522
