"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","richness.stand",0.0107394603442449,0.14511,0.0169254600776293,0.18043,0.014677262470468,0.0184660755448191
"value40","leaf.area",0.000577247290032322,0.24828,0.000165922915348746,0.34596,0.00295839236141565,0.00128852864392854
"value39","wood.density",0.0465802343477536,0.091007,0.00889427786618029,0.20575,0.0530497113404971,0.0119701083764959
"value38","flowering.duration",0.142925239549856,0.050395,0.0266971047091209,0.162,0.146498370538603,0.0273645323268489
"value37","exotics",0,1,0,1,0,0
"value36","richness",0.00307027053245203,0.19035,0.00453496268444065,0.23142,0.00572186781047877,0.00715128731007948
"value35","redun",0.00439517992315498,0.17753,0.0171148992854421,0.17998,0.00693086064805208,0.0184660755448191
"value34","simpson",0.00489577712687764,0.17365,0.0139937864485184,0.188,0.0073073808927216,0.0163927212682644
"value33","nbsp",0.00418281597437542,0.1793,0.00429363607317815,0.23347,0.00685981819797569,0.00704156316001217
"value32","hydro.pc2",0.00324752027686831,0.18835,0.013806805635297,0.18853,0.00578905788485221,0.0163927212682644
"value31","hydro.pc1",0.101760289575677,0.062478,0.000146842794532345,0.34984,0.108419265013261,0.00128852864392854
"value30","soil.pc2",0.00254215440343983,0.19704,0.0111195895075193,0.19705,0.00572186781047877,0.0142469740565091
"value29","clim.pc1",0.000449730000816106,0.25666,0.000462035001230564,0.31245,0.00263413286192291,0.0019675816306336
"value28","regulation",0.0287888329982655,0.11966,0.00267400674474654,0.27401,0.035767944028148,0.00470057248930318
"value27","M_MaxM",0.0331444296157857,0.10357,0.000646698079623566,0.30108,0.0388263318356346,0.00203958625112048
"value26","M_MDFM",0.532306517305091,0.0093525,0.0145333697237985,0.1865,0.532306517305091,0.0165518932965483
"value25","PS2YrARI",0.103130520378468,0.061997,0.00905056974808223,0.20508,0.108419265013261,0.0119701083764959
"value24","CVAnnBFI",0.000273058207385263,0.27318,0.00103695932983043,0.2848,0.00186589775046596,0.00279571102568482
"value23","MRateFall",0.00124331133940275,0.22207,4.29760431222608e-06,0.45272,0.0046341604468648,8.81008884006345e-05
"value22","MRateRise",0.00214393586397485,0.20305,3.16930169016077e-05,0.3967,0.00549383565143555,0.000433137897655305
"value21","CVAnnLSMeanDur",0.000180466614089763,0.28666,0.000454080865749438,0.31304,0.00147982623553605,0.0019675816306336
"value20","CVAnnLSNum",0.00287079259700938,0.19273,0.00553089351652233,0.22395,0.00572186781047877,0.00839876422879317
"value19","LSMeanDur",0.0320799000837526,0.10478,0.000188565167404177,0.34186,0.0386845853951134,0.00128852864392854
"value18","CVMDFDry",0.0254834009691713,0.11329,0.00161004292017961,0.26928,0.0326506074917507,0.00356166929680304
"value17","MDFAnnZer",0.0120475486826499,0.1409,0.00755489652188351,0.21205,0.0159338547093112,0.0106810605999043
"value16","soil_phc",0.00168964542821605,0.21141,0.00575398124900243,0.22245,0.00529562932743978,0.00842547254318212
"value15","soil_nto",0.0905395121319118,0.066692,0.0311060688011622,0.15573,0.100327567497524,0.0311060688011622
"value14","soil_ece",0.000871026786971963,0.23431,0.00237656509559043,0.25527,0.00357120982658505,0.00470057248930318
"value13","soil_awc",0.003028866038806,0.19083,0.00275155462788479,0.24993,0.00572186781047877,0.00470057248930318
"value12","clim_tsea",8.40220040252887e-05,0.31099,0.000469437831867083,0.31192,0.00120724894520665,0.0019675816306336
"value11","clim_trng",9.75461394746053e-05,0.3063,0.000527887754560235,0.30797,0.00120724894520665,0.0019675816306336
"value10","clim_tmin",0.00302131149772212,0.19092,0.0120480860509864,0.1939,0.00572186781047877,0.0149688341845589
"value9","clim_tmax",0.00512849442586867,0.17197,0.0199670678043002,0.17379,0.0073073808927216,0.0209910199993925
"value8","clim_pwrm",0.00357062578346687,0.18497,0.00262907344684725,0.25159,0.00609981904675591,0.00470057248930318
"value7","clim_pwmt",0.00137852248493922,0.21849,0.000507176330908951,0.30932,0.00470995182354234,0.0019675816306336
"value6","clim_pwet",0.00516863526558357,0.17169,0.00250429778669712,0.25337,0.0073073808927216,0.00470057248930318
"value5","clim_prec",0.00299989294383988,0.19117,0.00110337714271227,0.28263,0.00572186781047877,0.00279571102568482
"value4","clim_pdry",0.00193742536369748,0.20661,0.00165052967412824,0.2684,0.00529562932743978,0.00356166929680304
"value3","clim_pdmt",0.000709631994655668,0.24129,0.00115919725455224,0.2809,0.0032327679756536,0.00279571102568482
"value2","clim_pcld",0.00183484938497122,0.20852,0.000803966153836437,0.29362,0.00529562932743978,0.00235447230766385
"value1","clim_dnrg",0.00011778038489821,0.30033,0.000580050702531524,0.30478,0.00120724894520665,0.00198183990031604
