"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","richness.chao",1.18687085584074e-17,0.82797,1.95776331121498e-16,0.82871,2.19571108330538e-16,3.62186212574772e-15
"value36","richness.ACE",0,1,0,1,0,0
"value35","richness.stand",4.99664310083179e-07,0.45577,7.96963722627074e-07,0.49591,3.69751589461553e-06,5.4078962413202e-06
"value34","leaf.area",0.0194995223299607,0.12317,0.0376414762787644,0.14784,0.024878700903743,0.0386870728420634
"value33","exotics",0.00734627741925706,0.15896,0.00721187021836194,0.21383,0.0104543178658658,0.0102630460799766
"value32","richness",3.57106836744514e-15,0.77459,5.09608672086637e-14,0.77532,4.40431765318235e-14,6.28517362240186e-13
"value31","redun",0.000606837854366031,0.24659,8.76956147241113e-07,0.49355,0.00118173687429175,5.4078962413202e-06
"value30","simpson",0.00682058205464341,0.16166,7.92481679706477e-06,0.43614,0.0100944614408722,3.66522776864245e-05
"value29","nbsp",1.24355473405318e-14,0.76089,1.09741805922782e-13,0.76675,1.15028812899919e-13,1.01511170478574e-12
"value28","FRic",4.72846304792747e-06,0.39613,3.4815802953913e-06,0.45832,2.18691415966645e-05,1.84026387042111e-05
"value27","M_MaxM",0.00637212223333874,0.16413,0.00155686823939931,0.27048,0.00982368844306389,0.00274305356465592
"value26","M_MDFM",0.0473166651858625,0.090428,0.00520746699950562,0.22622,0.0547098941211535,0.0080281782909045
"value25","CVAnnBFI",0.0146281837366164,0.13377,0.0218237255515462,0.1702,0.0193300999376716,0.0260476724324906
"value24","CVAnnMRateFall",0.213667966382806,0.036573,0.0474654582760275,0.13815,0.232521022240112,0.0474654582760275
"value23","HSMeanDur",0.516567447698834,0.010086,0.0294290072852468,0.15801,0.516567447698834,0.0322738470434592
"value22","soil_soc",0.000725245222808354,0.24055,0.00354687149664604,0.24058,0.00134170366219546,0.00570583675547407
"value21","soil_phc",1.22729170560097e-05,0.36902,7.57273812405568e-05,0.37051,4.12816300974872e-05,0.00018679420706004
"value20","soil_nto",0.0471350035025711,0.09057,0.00271698787534905,0.25039,0.0547098941211535,0.00456947960854158
"value19","soil_ece",1.94202677411111e-05,0.35559,6.23447662685662e-05,0.37645,5.98791588684258e-05,0.000164768310852639
"value18","soil_bdw",0.00447601198105093,0.17687,0.0173828482191425,0.17936,0.00720054101299497,0.0221781166933886
"value17","soil_awc",0.00814804663757283,0.15519,0.02965704863453,0.15769,0.0111658416885257,0.0322738470434592
"value16","clim_tsea",8.54634546279865e-05,0.31046,0.000335556699111658,0.3231,0.000175674878957528,0.000678520005054193
"value15","clim_trng",6.34785910118933e-05,0.31973,0.000348429191784585,0.32185,0.000151211494336062,0.000678520005054193
"value14","clim_tmin",0.00258943205114693,0.19639,0.0107450250821529,0.19839,0.00456233266154459,0.0147246640014689
"value13","clim_tmax",0.00363618523703501,0.18432,0.0152748678723504,0.18452,0.00611540244410433,0.0201846468313202
"value12","clim_tdry",0.0667627031980469,0.077781,0.020907306635514,0.17194,0.0748551520705375,0.0257856781838006
"value11","clim_tcld",0.0383702480603145,0.098162,0.0260719767698398,0.16297,0.0473233059410545,0.0301457231401273
"value10","clim_tavg",0.390347448965039,0.017621,0.031989672903841,0.15458,0.40412961439527,0.0338176542126319
"value9","clim_pwrm",2.58374095869023e-06,0.41274,1.33163989042928e-05,0.42168,1.36569164959341e-05,4.92706759458835e-05
"value8","clim_pwmt",1.73494273289724e-06,0.42345,9.03304255254038e-06,0.43253,1.0698813519533e-05,3.71358416048882e-05
"value7","clim_pwet",5.83889082450311e-06,0.39023,2.18380776472836e-05,0.40756,2.40043289451795e-05,7.34553520863176e-05
"value6","clim_prec",9.24575686651709e-06,0.37719,3.89918943865767e-05,0.39057,3.42093004061132e-05,0.000120225007691945
"value5","clim_pdry",5.4930274384842e-05,0.3242,0.000119982201996993,0.35622,0.000145172868017083,0.000277458842118047
"value4","clim_pdmt",6.94755514517041e-05,0.31693,0.000296011359586809,0.32723,0.000151211494336062,0.000644260017924231
"value3","clim_pcld",2.11009811315093e-05,0.35313,5.22435778529939e-05,0.38181,6.0056638605065e-05,0.000148693260043136
"value2","clim_dnrg",6.84525094284468e-05,0.31739,0.000398040923618705,0.31744,0.000151211494336062,0.000736375708694605
"value1","site",0.393207192384587,0.017411,0.00549143125041379,0.22422,0.40412961439527,0.00812731825061241
